,IOC,Breeding Range,Order,Family,Japanese
7590,Prinia atrogularis,OR,PASSERIFORMES,Cisticolidae,ノドグロハウチワドリ
7591,Prinia khasiana,OR,PASSERIFORMES,Cisticolidae,Rufous-crowned Prinia
7592,Prinia superciliaris,OR,PASSERIFORMES,Cisticolidae,マユハウチワドリ
7593,Prinia cinereocapilla,OR,PASSERIFORMES,Cisticolidae,ハイガシラハウチワドリ
7594,Prinia buchanani,OR,PASSERIFORMES,Cisticolidae,ズアカハウチワドリ
7595,Prinia rufescens,OR,PASSERIFORMES,Cisticolidae,チャイロハウチワドリ
7596,Prinia hodgsonii,OR,PASSERIFORMES,Cisticolidae,ハイムネハウチワドリ
7597,Prinia gracilis,"PAL, AF",PASSERIFORMES,Cisticolidae,セスジハウチワドリ
7598,Prinia lepida,"PAL, OR",PASSERIFORMES,Cisticolidae,Delicate Prinia
7599,Prinia sylvatica,OR,PASSERIFORMES,Cisticolidae,インドハウチワドリ
7600,Prinia familiaris,OR,PASSERIFORMES,Cisticolidae,フタスジハウチワドリ
7601,Prinia flaviventris,OR,PASSERIFORMES,Cisticolidae,アオハウチワドリ
7602,Prinia socialis,OR,PASSERIFORMES,Cisticolidae,シロハラハウチワドリ
7603,Prinia subflava,AF,PASSERIFORMES,Cisticolidae,マミハウチワドリ
7604,Prinia inornata,OR,PASSERIFORMES,Cisticolidae,アジアマミハウチワドリ
7605,Prinia somalica,AF,PASSERIFORMES,Cisticolidae,ハイイロハウチワドリ
7606,Prinia fluviatilis,AF,PASSERIFORMES,Cisticolidae,カワハウチワドリ
7607,Prinia flavicans,AF,PASSERIFORMES,Cisticolidae,ムナグロハウチワドリ
7608,Prinia maculosa,AF,PASSERIFORMES,Cisticolidae,ゴマフハウチワドリ
7609,Prinia hypoxantha,AF,PASSERIFORMES,Cisticolidae,キムネハウチワドリ
7610,Prinia molleri,AF,PASSERIFORMES,Cisticolidae,サントメハウチワドリ
7611,Prinia bairdii,AF,PASSERIFORMES,Cisticolidae,ヨコジマハウチワドリ
7612,Prinia melanops,AF,PASSERIFORMES,Cisticolidae,Black-faced Prinia
7613,Prinia erythroptera,AF,PASSERIFORMES,Cisticolidae,アカバネムシクイ
7614,Prinia rufifrons,AF,PASSERIFORMES,Cisticolidae,チャビタイムシクイ
7615,Schistolais leucopogon,AF,PASSERIFORMES,Cisticolidae,ノドジロハウチワドリ
7616,Schistolais leontica,AF,PASSERIFORMES,Cisticolidae,シエラレオネハウチワドリ
7617,Phragmacia substriata,AF,PASSERIFORMES,Cisticolidae,ムナフハウチワドリ
7618,Oreophilais robertsi,AF,PASSERIFORMES,Cisticolidae,キンメハウチワドリ
7619,Micromacronus leytensis,OR,PASSERIFORMES,Cisticolidae,ヒメコシミノチメドリ
7620,Micromacronus sordidus,OR,PASSERIFORMES,Cisticolidae,ミンダナオヒメコシミノチメドリ
7621,Urolais epichlorus,AF,PASSERIFORMES,Cisticolidae,ミドリオナガムシクイ
7622,Oreolais pulcher,AF,PASSERIFORMES,Cisticolidae,ワキアカイロムシクイ
7623,Oreolais ruwenzorii,AF,PASSERIFORMES,Cisticolidae,クビワイロムシクイ
7624,Drymocichla incana,AF,PASSERIFORMES,Cisticolidae,アカバネハイイロムシクイ
7625,Spiloptila clamans,AF,PASSERIFORMES,Cisticolidae,コオロギムシクイ
7626,Phyllolais pulchella,AF,PASSERIFORMES,Cisticolidae,アカシアムシクイ
7627,Apalis thoracica,AF,PASSERIFORMES,Cisticolidae,ムナオビイロムシクイ
7628,Apalis flavigularis,AF,PASSERIFORMES,Cisticolidae,Yellow-throated Apalis
7629,Apalis fuscigularis,AF,PASSERIFORMES,Cisticolidae,タイタイロムシクイ
7630,Apalis lynesi,AF,PASSERIFORMES,Cisticolidae,ナムリイロムシクイ
7631,Apalis ruddi,AF,PASSERIFORMES,Cisticolidae,マユイロムシクイ
7632,Apalis flavocincta,AF,PASSERIFORMES,Cisticolidae,Brown-tailed Apalis
7633,Apalis flavida,AF,PASSERIFORMES,Cisticolidae,キムネイロムシクイ
7634,Apalis binotata,AF,PASSERIFORMES,Cisticolidae,カオグロイロムシクイ
7635,Apalis personata,AF,PASSERIFORMES,Cisticolidae,ミヤマカオグロイロムシクイ
7636,Apalis jacksoni,AF,PASSERIFORMES,Cisticolidae,ノドグロイロムシクイ
7637,Apalis chariessa,AF,PASSERIFORMES,Cisticolidae,ハジロイロムシクイ
7638,Apalis nigriceps,AF,PASSERIFORMES,Cisticolidae,クロガシライロムシクイ
7639,Apalis melanocephala,AF,PASSERIFORMES,Cisticolidae,ズグロイロムシクイ
7640,Apalis chirindensis,AF,PASSERIFORMES,Cisticolidae,ローデシアイロムシクイ
7641,Apalis porphyrolaema,AF,PASSERIFORMES,Cisticolidae,クリノドイロムシクイ
7642,Apalis kaboboensis,AF,PASSERIFORMES,Cisticolidae,カボボイロムシクイ
7643,Apalis chapini,AF,PASSERIFORMES,Cisticolidae,タンザニアクリノドイロムシクイ
7644,Apalis sharpii,AF,PASSERIFORMES,Cisticolidae,ウスグロイロムシクイ
7645,Apalis rufogularis,AF,PASSERIFORMES,Cisticolidae,セグロイロムシクイ
7646,Apalis argentea,AF,PASSERIFORMES,Cisticolidae,タンザニアイロムシクイ
7647,Apalis karamojae,AF,PASSERIFORMES,Cisticolidae,ウガンダイロムシクイ
7648,Apalis bamendae,AF,PASSERIFORMES,Cisticolidae,ミヤマカメルーンイロムシクイ
7649,Apalis goslingi,AF,PASSERIFORMES,Cisticolidae,カメルーンイロムシクイ
7650,Apalis cinerea,AF,PASSERIFORMES,Cisticolidae,ハイガシライロムシクイ
7651,Apalis alticola,AF,PASSERIFORMES,Cisticolidae,チャガシライロムシクイ
7652,Malcorus pectoralis,AF,PASSERIFORMES,Cisticolidae,ムナオビハウチワドリ
7653,Hypergerus atriceps,AF,PASSERIFORMES,Cisticolidae,キンイロオオムシクイ
7654,Eminia lepida,AF,PASSERIFORMES,Cisticolidae,ハイガシラムシクイ
7655,Camaroptera brachyura,AF,PASSERIFORMES,Cisticolidae,ミドリコムシクイ
7656,Camaroptera brevicaudata,AF,PASSERIFORMES,Cisticolidae,ヒメタンビムシクイ
7657,Camaroptera harterti,AF,PASSERIFORMES,Cisticolidae,Hartert's Camaroptera
7658,Camaroptera superciliaris,AF,PASSERIFORMES,Cisticolidae,キマユコムシクイ
7659,Camaroptera chloronota,AF,PASSERIFORMES,Cisticolidae,オリーブコムシクイ
7660,Calamonastes simplex,AF,PASSERIFORMES,Cisticolidae,ハイイロコムシクイ
7661,Calamonastes undosus,AF,PASSERIFORMES,Cisticolidae,アカアシコムシクイ
7662,Calamonastes stierlingi,AF,PASSERIFORMES,Cisticolidae,Stierling's Wren-Warbler
7663,Calamonastes fasciolatus,AF,PASSERIFORMES,Cisticolidae,ヨコジマコムシクイ
7664,Euryptila subcinnamomea,AF,PASSERIFORMES,Cisticolidae,ニッケイムシクイ
7665,Bathmocercus cerviniventris,AF,PASSERIFORMES,Cisticolidae,ズグロアカムシクイ
7666,Bathmocercus rufus,AF,PASSERIFORMES,Cisticolidae,ズアカアカムシクイ
7667,Scepomycter winifredae,AF,PASSERIFORMES,Cisticolidae,クリガオムシクイ
7668,Scepomycter rubehoensis,AF,PASSERIFORMES,Cisticolidae,Rubeho Warbler
7669,Orthotomus sutorius,OR,PASSERIFORMES,Cisticolidae,オナガサイホウチョウ
7670,Orthotomus atrogularis,OR,PASSERIFORMES,Cisticolidae,ノドグロサイホウチョウ
7671,Orthotomus chaktomuk,OR,PASSERIFORMES,Cisticolidae,カンボジアサイホウチョウ
7672,Orthotomus castaneiceps,OR,PASSERIFORMES,Cisticolidae,フィリピンサイホウチョウ
7673,Orthotomus chloronotus,OR,PASSERIFORMES,Cisticolidae,セミドリサイホウチョウ
7674,Orthotomus frontalis,OR,PASSERIFORMES,Cisticolidae,アカビタイサイホウチョウ
7675,Orthotomus derbianus,OR,PASSERIFORMES,Cisticolidae,ルソンサイホウチョウ
7676,Orthotomus sericeus,OR,PASSERIFORMES,Cisticolidae,ズアカサイホウチョウ
7677,Orthotomus ruficeps,OR,PASSERIFORMES,Cisticolidae,アカガオサイホウチョウ
7678,Orthotomus sepium,OR,PASSERIFORMES,Cisticolidae,インドネシアサイホウチョウ
7679,Orthotomus cinereiceps,OR,PASSERIFORMES,Cisticolidae,ミミジロサイホウチョウ
7680,Orthotomus nigriceps,OR,PASSERIFORMES,Cisticolidae,カオグロサイホウチョウ
7681,Orthotomus samarensis,OR,PASSERIFORMES,Cisticolidae,サマルサイホウチョウ
7682,Artisornis moreaui,AF,PASSERIFORMES,Cisticolidae,ハシナガイロムシクイ
7683,Artisornis metopias,AF,PASSERIFORMES,Cisticolidae,アフリカサイホウチョウ
7684,Poliolais lopezi,AF,PASSERIFORMES,Cisticolidae,フェルナンドポームシクイ
7685,Eremomela icteropygialis,AF,PASSERIFORMES,Cisticolidae,キバラヒメムシクイ
7686,Eremomela salvadorii,AF,PASSERIFORMES,Cisticolidae,オリーブヒメムシクイ
7687,Eremomela flavicrissalis,AF,PASSERIFORMES,Cisticolidae,コキバラヒメムシクイ
7688,Eremomela pusilla,AF,PASSERIFORMES,Cisticolidae,セミドリヒメムシクイ
7689,Eremomela canescens,AF,PASSERIFORMES,Cisticolidae,キムネヒメムシクイ
7690,Eremomela scotops,AF,PASSERIFORMES,Cisticolidae,ミドリボウシヒメムシクイ
7691,Eremomela gregalis,AF,PASSERIFORMES,Cisticolidae,キゴシヒメムシクイ
7692,Eremomela usticollis,AF,PASSERIFORMES,Cisticolidae,アカオビヒメムシクイ
7693,Eremomela badiceps,AF,PASSERIFORMES,Cisticolidae,チャボウシヒメムシクイ
7694,Eremomela turneri,AF,PASSERIFORMES,Cisticolidae,クリビタイヒメムシクイ
7695,Eremomela atricollis,AF,PASSERIFORMES,Cisticolidae,クビワヒメムシクイ
7696,Sylvia atricapilla,PAL,PASSERIFORMES,Sylviidae,ズグロムシクイ
7697,Sylvia borin,PAL,PASSERIFORMES,Sylviidae,ニワムシクイ
7698,Sylvia dohrni,AF,PASSERIFORMES,Sylviidae,ヒタキチメドリ
7699,Sylvia galinieri,AF,PASSERIFORMES,Sylviidae,ネコチメドリ
7700,Sylvia nigricapillus,AF,PASSERIFORMES,Sylviidae,ズグロハシジロチメドリ
7701,Sylvia abyssinica,AF,PASSERIFORMES,Sylviidae,アビシニアムジチメドリ
7702,Sylvia atriceps,AF,PASSERIFORMES,Sylviidae,ルウェンゾリムジチメドリ
7703,Curruca nisoria,PAL,PASSERIFORMES,Sylviidae,シマムシクイ
7704,Curruca layardi,AF,PASSERIFORMES,Sylviidae,ムナフカラムシクイ
7705,Curruca boehmi,AF,PASSERIFORMES,Sylviidae,ムナオビカラムシクイ
7706,Curruca subcoerulea,AF,PASSERIFORMES,Sylviidae,ケープカラムシクイ
7707,Curruca curruca,PAL,PASSERIFORMES,Sylviidae,コノドジロムシクイ
7708,Curruca lugens,AF,PASSERIFORMES,Sylviidae,チャイロカラムシクイ
7709,Curruca buryi,PAL,PASSERIFORMES,Sylviidae,アラビアカラムシクイ
7710,Curruca leucomelaena,AF,PASSERIFORMES,Sylviidae,オグロムシクイ
7711,Curruca hortensis,PAL,PASSERIFORMES,Sylviidae,メジロムシクイ
7712,Curruca crassirostris,PAL,PASSERIFORMES,Sylviidae,ヒガシメジロムシクイ
7713,Curruca deserti,PAL,PASSERIFORMES,Sylviidae,アフリカサバクムシクイ
7714,Curruca nana,PAL,PASSERIFORMES,Sylviidae,サバクムシクイ
7715,Curruca deserticola,AF,PASSERIFORMES,Sylviidae,チャバラムシクイ
7716,Curruca mystacea,PAL,PASSERIFORMES,Sylviidae,メネトリームシクイ
7717,Curruca ruppeli,PAL,PASSERIFORMES,Sylviidae,ノドグロムシクイ
7718,Curruca melanothorax,PAL,PASSERIFORMES,Sylviidae,キプロスムシクイ
7719,Curruca melanocephala,PAL,PASSERIFORMES,Sylviidae,クロガシラムシクイ
7720,Curruca iberiae,PAL,PASSERIFORMES,Sylviidae,Western Subalpine Warbler
7721,Curruca subalpina,PAL,PASSERIFORMES,Sylviidae,アコウザンムシクイ
7722,Curruca cantillans,PAL,PASSERIFORMES,Sylviidae,シラヒゲムシクイ
7723,Curruca communis,PAL,PASSERIFORMES,Sylviidae,ノドジロムシクイ
7724,Curruca conspicillata,PAL,PASSERIFORMES,Sylviidae,ミナミノドジロムシクイ
7725,Curruca sarda,PAL,PASSERIFORMES,Sylviidae,ネズミオナガムシクイ
7726,Curruca undata,PAL,PASSERIFORMES,Sylviidae,オナガムシクイ
7727,Curruca balearica,PAL,PASSERIFORMES,Sylviidae,バレアレスムシクイ
7728,Myzornis pyrrhoura,OR,PASSERIFORMES,Paradoxornithidae,ゴシキチメドリ
7729,Moupinia poecilotis,PAL,PASSERIFORMES,Paradoxornithidae,センニュウチメドリ
7730,Lioparus chrysotis,OR,PASSERIFORMES,Paradoxornithidae,キンムネチメドリ
7731,Chrysomma sinense,OR,PASSERIFORMES,Paradoxornithidae,キンメセンニュウチメドリ
7732,Chrysomma altirostre,OR,PASSERIFORMES,Paradoxornithidae,インドセンニュウチメドリ
7733,Rhopophilus albosuperciliaris,PAL,PASSERIFORMES,Paradoxornithidae,シロマユチメドリ
7734,Rhopophilus pekinensis,PAL,PASSERIFORMES,Paradoxornithidae,カラチメドリ
7735,Fulvetta ruficapilla,OR,PASSERIFORMES,Paradoxornithidae,チャミミチメドリ
7736,Fulvetta danisi,OR,PASSERIFORMES,Paradoxornithidae,ノドジマチメドリ
7737,Fulvetta striaticollis,PAL,PASSERIFORMES,Paradoxornithidae,カンスーチメドリ
7738,Fulvetta vinipectus,OR,PASSERIFORMES,Paradoxornithidae,ノドジロチメドリ
7739,Fulvetta ludlowi,OR,PASSERIFORMES,Paradoxornithidae,チャノドチメドリ
7740,Fulvetta manipurensis,OR,PASSERIFORMES,Paradoxornithidae,シマノドチメドリ
7741,Fulvetta cinereiceps,OR,PASSERIFORMES,Paradoxornithidae,アリサンチメドリ
7742,Fulvetta formosana,OR,PASSERIFORMES,Paradoxornithidae,タイワンチメドリ
7743,Paradoxornis heudei,PAL,PASSERIFORMES,Paradoxornithidae,カオジロダルマエナガ
7744,Paradoxornis flavirostris,OR,PASSERIFORMES,Paradoxornithidae,ムナグロダルマエナガ
7745,Paradoxornis guttaticollis,OR,PASSERIFORMES,Paradoxornithidae,ミミグロダルマエナガ
7746,Paradoxornis aemodius,OR,PASSERIFORMES,Paradoxornithidae,オオダルマエナガ
7747,Paradoxornis unicolor,OR,PASSERIFORMES,Paradoxornithidae,ヒマラヤダルマエナガ
7748,Paradoxornis paradoxus,OR,PASSERIFORMES,Paradoxornithidae,ミユビダルマエナガ
7749,Paradoxornis gularis,OR,PASSERIFORMES,Paradoxornithidae,ハイガシラダルマエナガ
7750,Paradoxornis margaritae,OR,PASSERIFORMES,Paradoxornithidae,ズグロダルマエナガ
7751,Paradoxornis ruficeps,OR,PASSERIFORMES,Paradoxornithidae,ムナジロダルマエナガ
7752,Paradoxornis bakeri,OR,PASSERIFORMES,Paradoxornithidae,オオズアカダルマエナガ
7753,Suthora davidiana,OR,PASSERIFORMES,Paradoxornithidae,ノドグロダルマエナガ
7754,Suthora fulvifrons,OR,PASSERIFORMES,Paradoxornithidae,アカバネダルマエナガ
7755,Suthora nipalensis,OR,PASSERIFORMES,Paradoxornithidae,キバネダルマエナガ
7756,Suthora verreauxi,OR,PASSERIFORMES,Paradoxornithidae,キンイロダルマエナガ
7757,Suthora atrosuperciliaris,OR,PASSERIFORMES,Paradoxornithidae,ズアカダルマエナガ
7758,Suthora conspicillata,PAL,PASSERIFORMES,Paradoxornithidae,メジロダルマエナガ
7759,Suthora zappeyi,OR,PASSERIFORMES,Paradoxornithidae,ウスグロダルマエナガ
7760,Suthora brunnea,OR,PASSERIFORMES,Paradoxornithidae,ウンナンダルマエナガ
7761,Suthora webbiana,PAL,PASSERIFORMES,Paradoxornithidae,ダルマエナガ
7762,Suthora alphonsiana,OR,PASSERIFORMES,Paradoxornithidae,ハイノドダルマエナガ
7763,Suthora przewalskii,OR,PASSERIFORMES,Paradoxornithidae,ハイズキンダルマエナガ
7764,Parayuhina diademata,OR,PASSERIFORMES,Zosteropidae,シロエリカンムリチメドリ
7765,Staphida everetti,OR,PASSERIFORMES,Zosteropidae,ボルネオクリミミチメドリ
7766,Staphida castaniceps,OR,PASSERIFORMES,Zosteropidae,クリミミチメドリ
7767,Staphida torqueola,OR,PASSERIFORMES,Zosteropidae,インドシナミミチメドリ
7768,Yuhina nigrimenta,OR,PASSERIFORMES,Zosteropidae,クロアゴカンムリチメドリ
7769,Yuhina brunneiceps,OR,PASSERIFORMES,Zosteropidae,カンムリチメドリ
7770,Yuhina flavicollis,OR,PASSERIFORMES,Zosteropidae,チャエリカンムリチメドリ
7771,Yuhina humilis,OR,PASSERIFORMES,Zosteropidae,ビルマカンムリチメドリ
7772,Yuhina bakeri,OR,PASSERIFORMES,Zosteropidae,ミミジロカンムリチメドリ
7773,Yuhina gularis,OR,PASSERIFORMES,Zosteropidae,ノドフカンムリチメドリ
7774,Yuhina occipitalis,OR,PASSERIFORMES,Zosteropidae,チャバラカンムリチメドリ
7775,Dasycrotapha speciosa,OR,PASSERIFORMES,Zosteropidae,キミミモリチメドリ
7776,Dasycrotapha pygmaea,OR,PASSERIFORMES,Zosteropidae,ビサヤモリチメドリ
7777,Dasycrotapha plateni,OR,PASSERIFORMES,Zosteropidae,コビトモリチメドリ
7778,Sterrhoptilus capitalis,OR,PASSERIFORMES,Zosteropidae,キノドモリチメドリ
7779,Sterrhoptilus dennistouni,OR,PASSERIFORMES,Zosteropidae,キボウシモリチメドリ
7780,Sterrhoptilus affinis,OR,PASSERIFORMES,Zosteropidae,Calabarzon Babbler
7781,Sterrhoptilus nigrocapitatus,OR,PASSERIFORMES,Zosteropidae,クロボウシモリチメドリ
7782,Zosterornis hypogrammicus,OR,PASSERIFORMES,Zosteropidae,パラワンモリチメドリ
7783,Zosterornis striatus,OR,PASSERIFORMES,Zosteropidae,スジグロモリチメドリ
7784,Zosterornis whiteheadi,OR,PASSERIFORMES,Zosteropidae,ホオアカモリチメドリ
7785,Zosterornis latistriatus,OR,PASSERIFORMES,Zosteropidae,パナイモリチメドリ
7786,Zosterornis nigrorum,OR,PASSERIFORMES,Zosteropidae,ネグロスモリチメドリ
7787,Cleptornis marchei,PO,PASSERIFORMES,Zosteropidae,オウゴンミツスイ
7788,Rukia ruki,PO,PASSERIFORMES,Zosteropidae,アカアシメジロ
7789,Rukia longirostra,PO,PASSERIFORMES,Zosteropidae,ハシナガメジロ
7790,Megazosterops palauensis,PO,PASSERIFORMES,Zosteropidae,オニメジロ
7791,Heleia javanica,OR,PASSERIFORMES,Zosteropidae,ジャワハイノドメジロ
7792,Heleia pinaiae,AU,PASSERIFORMES,Zosteropidae,チャムネメジロ
7793,Heleia squamifrons,OR,PASSERIFORMES,Zosteropidae,コビトメジロ
7794,Heleia goodfellowi,OR,PASSERIFORMES,Zosteropidae,ホオグロメジロ
7795,Heleia squamiceps,AU,PASSERIFORMES,Zosteropidae,ウロコメジロ
7796,Heleia superciliaris,AU,PASSERIFORMES,Zosteropidae,マユメジロ
7797,Heleia dohertyi,AU,PASSERIFORMES,Zosteropidae,カンムリメジロ
7798,Heleia muelleri,AU,PASSERIFORMES,Zosteropidae,チモールハシブトメジロ
7799,Heleia crassirostris,AU,PASSERIFORMES,Zosteropidae,ハシブトメジロ
7800,Heleia wallacei,AU,PASSERIFORMES,Zosteropidae,ウォーレスメジロ
7801,Apalopteron familiare,PAL,PASSERIFORMES,Zosteropidae,メグロ
7802,Tephrozosterops stalkeri,AU,PASSERIFORMES,Zosteropidae,セラムメジロ
7803,Zosterops ceylonensis,OR,PASSERIFORMES,Zosteropidae,セイロンメジロ
7804,Zosterops nigrorum,OR,PASSERIFORMES,Zosteropidae,フィリピンキメジロ
7805,Zosterops atricapilla,OR,PASSERIFORMES,Zosteropidae,ズグロメジロ
7806,Zosterops abyssinicus,AF,PASSERIFORMES,Zosteropidae,シロハラメジロ
7807,Zosterops flavilateralis,AF,PASSERIFORMES,Zosteropidae,Pale White-eye
7808,Zosterops mbuluensis,AF,PASSERIFORMES,Zosteropidae,ムブルメジロ
7809,Zosterops erythropleurus,PAL,PASSERIFORMES,Zosteropidae,チョウセンメジロ
7810,Zosterops simplex,OR,PASSERIFORMES,Zosteropidae,ミナミメジロ
7811,Zosterops emiliae,OR,PASSERIFORMES,Zosteropidae,メグロメジロ
7812,Zosterops japonicus,"PAL, OR, AU",PASSERIFORMES,Zosteropidae,メジロ
7813,Zosterops palpebrosus,OR,PASSERIFORMES,Zosteropidae,インドメジロ
7814,Zosterops meyeni,OR,PASSERIFORMES,Zosteropidae,フィリピンメジロ
7815,Zosterops mouroniensis,AF,PASSERIFORMES,Zosteropidae,コモロメジロ
7816,Zosterops olivaceus,IO,PASSERIFORMES,Zosteropidae,レユニオンメジロ
7817,Zosterops chloronothos,IO,PASSERIFORMES,Zosteropidae,モーリシャスメジロ
7818,Zosterops borbonicus,IO,PASSERIFORMES,Zosteropidae,マスカリンメジロ
7819,Zosterops mauritianus,IO,PASSERIFORMES,Zosteropidae,モーリシャスハイイロメジロ
7820,Zosterops melanocephalus,AF,PASSERIFORMES,Zosteropidae,メジロモドキ
7821,Zosterops stenocricotus,AF,PASSERIFORMES,Zosteropidae,Forest White-eye
7822,Zosterops stuhlmanni,AF,PASSERIFORMES,Zosteropidae,Green White-eye
7823,Zosterops eurycricotus,AF,PASSERIFORMES,Zosteropidae,キリマンジャロメジロ
7824,Zosterops brunneus,AF,PASSERIFORMES,Zosteropidae,フェルナンドポーメジロモドキ
7825,Zosterops poliogastrus,AF,PASSERIFORMES,Zosteropidae,アフリカヤマメジロ
7826,Zosterops kikuyuensis,AF,PASSERIFORMES,Zosteropidae,キクユメジロ
7827,Zosterops socotranus,AF,PASSERIFORMES,Zosteropidae,ソコトラメジロ
7828,Zosterops ficedulinus,AF,PASSERIFORMES,Zosteropidae,プリンシペメジロ
7829,Zosterops griseovirescens,AF,PASSERIFORMES,Zosteropidae,アノボンメジロ
