,IOC,Breeding Range,Order,Family,Catalan
7563,Cisticola natalensis,AF,PASSERIFORMES,Cisticolidae,cistícola gralladora
7564,Cisticola ruficeps,AF,PASSERIFORMES,Cisticolidae,cistícola cap-roja
7565,Cisticola guinea,AF,PASSERIFORMES,Cisticolidae,cistícola de Dorst
7566,Cisticola nana,AF,PASSERIFORMES,Cisticolidae,cistícola nana
7567,Cisticola brachypterus,AF,PASSERIFORMES,Cisticolidae,cistícola alacurta
7568,Cisticola rufus,AF,PASSERIFORMES,Cisticolidae,cistícola rogenca
7569,Cisticola troglodytes,AF,PASSERIFORMES,Cisticolidae,cistícola vulpina
7570,Cisticola fulvicapilla,AF,PASSERIFORMES,Cisticolidae,cistícola de capell roig
7571,Cisticola angusticauda,AF,PASSERIFORMES,Cisticolidae,cistícola cuallarga
7572,Cisticola melanurus,AF,PASSERIFORMES,Cisticolidae,cistícola cuanegra
7573,Cisticola juncidis,"PAL, AF, OR, AU",PASSERIFORMES,Cisticolidae,trist
7574,Cisticola haesitatus,AF,PASSERIFORMES,Cisticolidae,cistícola de l'illa Socotra
7575,Cisticola cherina,AF,PASSERIFORMES,Cisticolidae,cistícola de Madagascar
7576,Cisticola aridulus,AF,PASSERIFORMES,Cisticolidae,cistícola del desert
7577,Cisticola textrix,AF,PASSERIFORMES,Cisticolidae,cistícola núvol
7578,Cisticola eximius,AF,PASSERIFORMES,Cisticolidae,cistícola dorsnegra
7579,Cisticola dambo,AF,PASSERIFORMES,Cisticolidae,cistícola dambo
7580,Cisticola brunnescens,AF,PASSERIFORMES,Cisticolidae,cistícola bruna
7581,Cisticola cinnamomeus,AF,PASSERIFORMES,Cisticolidae,cistícola de coroneta pàl·lida
7582,Cisticola ayresii,AF,PASSERIFORMES,Cisticolidae,cistícola d'Ayres
7583,Cisticola exilis,"OR, AU",PASSERIFORMES,Cisticolidae,cistícola de cap daurat
7584,Incana incana,PAL,PASSERIFORMES,Cisticolidae,prínia de l'illa Socotra
7585,Prinia crinigera,PAL,PASSERIFORMES,Cisticolidae,prínia estriada
7586,Prinia striata,OR,PASSERIFORMES,Cisticolidae,Striped Prinia
7587,Prinia polychroa,OR,PASSERIFORMES,Cisticolidae,prínia bruna
7588,Prinia cooki,OR,PASSERIFORMES,Cisticolidae,Burmese Prinia
7589,Prinia rocki,OR,PASSERIFORMES,Cisticolidae,Annam Prinia
7590,Prinia atrogularis,OR,PASSERIFORMES,Cisticolidae,prínia golanegra
7591,Prinia khasiana,OR,PASSERIFORMES,Cisticolidae,Rufous-crowned Prinia
7592,Prinia superciliaris,OR,PASSERIFORMES,Cisticolidae,Hill Prinia
7593,Prinia cinereocapilla,OR,PASSERIFORMES,Cisticolidae,prínia de capell gris
7594,Prinia buchanani,OR,PASSERIFORMES,Cisticolidae,prínia de front rogenc
7595,Prinia rufescens,OR,PASSERIFORMES,Cisticolidae,prínia rogenca
7596,Prinia hodgsonii,OR,PASSERIFORMES,Cisticolidae,prínia de Hodgson
7597,Prinia gracilis,"PAL, AF",PASSERIFORMES,Cisticolidae,prínia gràcil
7598,Prinia lepida,"PAL, OR",PASSERIFORMES,Cisticolidae,Delicate Prinia
7599,Prinia sylvatica,OR,PASSERIFORMES,Cisticolidae,prínia selvàtica
7600,Prinia familiaris,OR,PASSERIFORMES,Cisticolidae,prínia alabarrada
7601,Prinia flaviventris,OR,PASSERIFORMES,Cisticolidae,prínia de panxa groga
7602,Prinia socialis,OR,PASSERIFORMES,Cisticolidae,prínia d'antifaç
7603,Prinia subflava,AF,PASSERIFORMES,Cisticolidae,prínia de flanc lleonat
7604,Prinia inornata,OR,PASSERIFORMES,Cisticolidae,prínia senzilla
7605,Prinia somalica,AF,PASSERIFORMES,Cisticolidae,prínia pàl·lida
7606,Prinia fluviatilis,AF,PASSERIFORMES,Cisticolidae,prínia de riu
7607,Prinia flavicans,AF,PASSERIFORMES,Cisticolidae,prínia pitnegra
7608,Prinia maculosa,AF,PASSERIFORMES,Cisticolidae,prínia del Karoo
7609,Prinia hypoxantha,AF,PASSERIFORMES,Cisticolidae,prínia de la serralada Drakensberg
7610,Prinia molleri,AF,PASSERIFORMES,Cisticolidae,prínia de São Tomé
7611,Prinia bairdii,AF,PASSERIFORMES,Cisticolidae,prínia esparverenca
7612,Prinia melanops,AF,PASSERIFORMES,Cisticolidae,Black-faced Prinia
7613,Prinia erythroptera,AF,PASSERIFORMES,Cisticolidae,prínia emmascarada
7614,Prinia rufifrons,AF,PASSERIFORMES,Cisticolidae,prínia de front vermell
7615,Schistolais leucopogon,AF,PASSERIFORMES,Cisticolidae,prínia golablanca
7616,Schistolais leontica,AF,PASSERIFORMES,Cisticolidae,prínia de Sierra Leone
7617,Phragmacia substriata,AF,PASSERIFORMES,Cisticolidae,prínia de Namaqua
7618,Oreophilais robertsi,AF,PASSERIFORMES,Cisticolidae,prínia de Roberts
7619,Micromacronus leytensis,OR,PASSERIFORMES,Cisticolidae,timalí sedós daurat
7620,Micromacronus sordidus,OR,PASSERIFORMES,Cisticolidae,timalí sedós olivaci
7621,Urolais epichlorus,AF,PASSERIFORMES,Cisticolidae,prínia verda
7622,Oreolais pulcher,AF,PASSERIFORMES,Cisticolidae,apalis de collar negre
7623,Oreolais ruwenzorii,AF,PASSERIFORMES,Cisticolidae,apalis del mont Ruwenzori
7624,Drymocichla incana,AF,PASSERIFORMES,Cisticolidae,prínia grisa
7625,Spiloptila clamans,AF,PASSERIFORMES,Cisticolidae,prínia cridanera
7626,Phyllolais pulchella,AF,PASSERIFORMES,Cisticolidae,prínia mosquitera
7627,Apalis thoracica,AF,PASSERIFORMES,Cisticolidae,apalis de collar
7628,Apalis flavigularis,AF,PASSERIFORMES,Cisticolidae,apalis golagroc
7629,Apalis fuscigularis,AF,PASSERIFORMES,Cisticolidae,apalis dels monts Taita
7630,Apalis lynesi,AF,PASSERIFORMES,Cisticolidae,apalis del mont Namuli
7631,Apalis ruddi,AF,PASSERIFORMES,Cisticolidae,apalis de Rudd
7632,Apalis flavocincta,AF,PASSERIFORMES,Cisticolidae,Brown-tailed Apalis
7633,Apalis flavida,AF,PASSERIFORMES,Cisticolidae,apalis pitgroc
7634,Apalis binotata,AF,PASSERIFORMES,Cisticolidae,apalis mostatxut
7635,Apalis personata,AF,PASSERIFORMES,Cisticolidae,apalis caranegre
7636,Apalis jacksoni,AF,PASSERIFORMES,Cisticolidae,apalis golanegre
7637,Apalis chariessa,AF,PASSERIFORMES,Cisticolidae,apalis alablanc
7638,Apalis nigriceps,AF,PASSERIFORMES,Cisticolidae,apalis de casquet
7639,Apalis melanocephala,AF,PASSERIFORMES,Cisticolidae,apalis capnegre
7640,Apalis chirindensis,AF,PASSERIFORMES,Cisticolidae,apalis de Chirinda
7641,Apalis porphyrolaema,AF,PASSERIFORMES,Cisticolidae,apalis gola-roig
7642,Apalis kaboboensis,AF,PASSERIFORMES,Cisticolidae,apalis del mont Kabobo
7643,Apalis chapini,AF,PASSERIFORMES,Cisticolidae,apalis de Chapin
7644,Apalis sharpii,AF,PASSERIFORMES,Cisticolidae,apalis de Sharpe
7645,Apalis rufogularis,AF,PASSERIFORMES,Cisticolidae,apalis de gola beix
7646,Apalis argentea,AF,PASSERIFORMES,Cisticolidae,apalis de Moreau
7647,Apalis karamojae,AF,PASSERIFORMES,Cisticolidae,apalis de Karamoja
7648,Apalis bamendae,AF,PASSERIFORMES,Cisticolidae,apalis de Bamenda
7649,Apalis goslingi,AF,PASSERIFORMES,Cisticolidae,apalis de Gosling
7650,Apalis cinerea,AF,PASSERIFORMES,Cisticolidae,apalis gris
7651,Apalis alticola,AF,PASSERIFORMES,Cisticolidae,apalis capbrú
7652,Malcorus pectoralis,AF,PASSERIFORMES,Cisticolidae,prínia de collar
7653,Hypergerus atriceps,AF,PASSERIFORMES,Cisticolidae,ocell senil
7654,Eminia lepida,AF,PASSERIFORMES,Cisticolidae,emínia
7655,Camaroptera brachyura,AF,PASSERIFORMES,Cisticolidae,camaròptera verdosa
7656,Camaroptera brevicaudata,AF,PASSERIFORMES,Cisticolidae,Grey-backed Camaroptera
7657,Camaroptera harterti,AF,PASSERIFORMES,Cisticolidae,camaròptera de Hartert
7658,Camaroptera superciliaris,AF,PASSERIFORMES,Cisticolidae,camaròptera cellagroga
7659,Camaroptera chloronota,AF,PASSERIFORMES,Cisticolidae,camaròptera olivàcia
7660,Calamonastes simplex,AF,PASSERIFORMES,Cisticolidae,camaròptera grisa
7661,Calamonastes undosus,AF,PASSERIFORMES,Cisticolidae,camaròptera del Miombo
7662,Calamonastes stierlingi,AF,PASSERIFORMES,Cisticolidae,camaròptera de Stierling
7663,Calamonastes fasciolatus,AF,PASSERIFORMES,Cisticolidae,camaròptera barrada
7664,Euryptila subcinnamomea,AF,PASSERIFORMES,Cisticolidae,camaròptera de pit canyella
7665,Bathmocercus cerviniventris,AF,PASSERIFORMES,Cisticolidae,prínia capnegra
7666,Bathmocercus rufus,AF,PASSERIFORMES,Cisticolidae,prínia caranegra
7667,Scepomycter winifredae,AF,PASSERIFORMES,Cisticolidae,prínia cap-roja
7668,Scepomycter rubehoensis,AF,PASSERIFORMES,Cisticolidae,prínia dels monts Rubeho
7669,Orthotomus sutorius,OR,PASSERIFORMES,Cisticolidae,ocell sastre cuallarg
7670,Orthotomus atrogularis,OR,PASSERIFORMES,Cisticolidae,ocell sastre collfosc
7671,Orthotomus chaktomuk,OR,PASSERIFORMES,Cisticolidae,ocell sastre de Cambodia
7672,Orthotomus castaneiceps,OR,PASSERIFORMES,Cisticolidae,ocell sastre de les Filipines
7673,Orthotomus chloronotus,OR,PASSERIFORMES,Cisticolidae,Trilling Tailorbird
7674,Orthotomus frontalis,OR,PASSERIFORMES,Cisticolidae,ocell sastre front-rogenc
7675,Orthotomus derbianus,OR,PASSERIFORMES,Cisticolidae,ocell sastre de Luzon
7676,Orthotomus sericeus,OR,PASSERIFORMES,Cisticolidae,ocell sastre cua-rogenc
7677,Orthotomus ruficeps,OR,PASSERIFORMES,Cisticolidae,ocell sastre cendrós
7678,Orthotomus sepium,OR,PASSERIFORMES,Cisticolidae,ocell sastre de dors olivaci
7679,Orthotomus cinereiceps,OR,PASSERIFORMES,Cisticolidae,ocell sastre fd'orelles blanques
7680,Orthotomus nigriceps,OR,PASSERIFORMES,Cisticolidae,ocell sastre cellut
7681,Orthotomus samarensis,OR,PASSERIFORMES,Cisticolidae,ocell sastre encaputxat
7682,Artisornis moreaui,AF,PASSERIFORMES,Cisticolidae,ocell sastre becllarg
7683,Artisornis metopias,AF,PASSERIFORMES,Cisticolidae,ocell sastre de capell vermell
7684,Poliolais lopezi,AF,PASSERIFORMES,Cisticolidae,camaròptera cuablanca
7685,Eremomela icteropygialis,AF,PASSERIFORMES,Cisticolidae,eremomela comuna
7686,Eremomela salvadorii,AF,PASSERIFORMES,Cisticolidae,Salvadori's Eremomela
7687,Eremomela flavicrissalis,AF,PASSERIFORMES,Cisticolidae,eremomela grisa
7688,Eremomela pusilla,AF,PASSERIFORMES,Cisticolidae,eremomela del Senegal
7689,Eremomela canescens,AF,PASSERIFORMES,Cisticolidae,eremomela emmascarada
7690,Eremomela scotops,AF,PASSERIFORMES,Cisticolidae,eremomela de pit daurat
7691,Eremomela gregalis,AF,PASSERIFORMES,Cisticolidae,eremomela del Karoo
7692,Eremomela usticollis,AF,PASSERIFORMES,Cisticolidae,eremomela galta-rogenca
7693,Eremomela badiceps,AF,PASSERIFORMES,Cisticolidae,eremomela de casquet
7694,Eremomela turneri,AF,PASSERIFORMES,Cisticolidae,eremomela de front vermell
7695,Eremomela atricollis,AF,PASSERIFORMES,Cisticolidae,eremomela de collar
7696,Sylvia atricapilla,PAL,PASSERIFORMES,Sylviidae,tallarol de casquet
7697,Sylvia borin,PAL,PASSERIFORMES,Sylviidae,tallarol gros
7698,Sylvia dohrni,AF,PASSERIFORMES,Sylviidae,timalí de l'illa Principe
7699,Sylvia galinieri,AF,PASSERIFORMES,Sylviidae,xerraire d'Etiòpia
7700,Sylvia nigricapillus,AF,PASSERIFORMES,Sylviidae,lioptila
7701,Sylvia abyssinica,AF,PASSERIFORMES,Sylviidae,timalí africà
7702,Sylvia atriceps,AF,PASSERIFORMES,Sylviidae,timalí capnegre
7703,Curruca nisoria,PAL,PASSERIFORMES,Sylviidae,tallarol esparverenc
7704,Curruca layardi,AF,PASSERIFORMES,Sylviidae,tallarol de Layard
7705,Curruca boehmi,AF,PASSERIFORMES,Sylviidae,tallarol de collar
7706,Curruca subcoerulea,AF,PASSERIFORMES,Sylviidae,tallarol de cul castany
7707,Curruca curruca,PAL,PASSERIFORMES,Sylviidae,tallarol xerraire
7708,Curruca lugens,AF,PASSERIFORMES,Sylviidae,tallarol bru
7709,Curruca buryi,PAL,PASSERIFORMES,Sylviidae,tallarol del Iemen
7710,Curruca leucomelaena,AF,PASSERIFORMES,Sylviidae,tallarol àrab
7711,Curruca hortensis,PAL,PASSERIFORMES,Sylviidae,tallarol emmascarat
7712,Curruca crassirostris,PAL,PASSERIFORMES,Sylviidae,Eastern Orphean Warbler
7713,Curruca deserti,PAL,PASSERIFORMES,Sylviidae,tallareta pàl·lida africana
7714,Curruca nana,PAL,PASSERIFORMES,Sylviidae,tallareta pàl·lida
7715,Curruca deserticola,AF,PASSERIFORMES,Sylviidae,tallareta de l'Atlas
7716,Curruca mystacea,PAL,PASSERIFORMES,Sylviidae,tallarol de Ménétries
7717,Curruca ruppeli,PAL,PASSERIFORMES,Sylviidae,tallarol golanegre
7718,Curruca melanothorax,PAL,PASSERIFORMES,Sylviidae,tallarol de Xipre
7719,Curruca melanocephala,PAL,PASSERIFORMES,Sylviidae,tallarol capnegre
7720,Curruca iberiae,PAL,PASSERIFORMES,Sylviidae,Western Subalpine Warbler
7721,Curruca subalpina,PAL,PASSERIFORMES,Sylviidae,tallarol de garriga
7722,Curruca cantillans,PAL,PASSERIFORMES,Sylviidae,tallarol de garriga
7723,Curruca communis,PAL,PASSERIFORMES,Sylviidae,tallareta comuna
7724,Curruca conspicillata,PAL,PASSERIFORMES,Sylviidae,tallarol trencamates
7725,Curruca sarda,PAL,PASSERIFORMES,Sylviidae,tallareta sarda
7726,Curruca undata,PAL,PASSERIFORMES,Sylviidae,tallareta cuallarga
7727,Curruca balearica,PAL,PASSERIFORMES,Sylviidae,tallareta balear
7728,Myzornis pyrrhoura,OR,PASSERIFORMES,Paradoxornithidae,mizorni
7729,Moupinia poecilotis,PAL,PASSERIFORMES,Paradoxornithidae,timalí cua-rogenc
7730,Lioparus chrysotis,OR,PASSERIFORMES,Paradoxornithidae,fulveta daurada
7731,Chrysomma sinense,OR,PASSERIFORMES,Paradoxornithidae,timalí d'ulls grocs
7732,Chrysomma altirostre,OR,PASSERIFORMES,Paradoxornithidae,timalí de Jerdon
7733,Rhopophilus albosuperciliaris,PAL,PASSERIFORMES,Paradoxornithidae,Tarim Babbler
7734,Rhopophilus pekinensis,PAL,PASSERIFORMES,Paradoxornithidae,timalí de la Xina
7735,Fulvetta ruficapilla,OR,PASSERIFORMES,Paradoxornithidae,fulveta de Verreaux
7736,Fulvetta danisi,OR,PASSERIFORMES,Paradoxornithidae,fulveta d'Indoxina
7737,Fulvetta striaticollis,PAL,PASSERIFORMES,Paradoxornithidae,fulveta de la Xina
7738,Fulvetta vinipectus,OR,PASSERIFORMES,Paradoxornithidae,fulveta cellablanca
7739,Fulvetta ludlowi,OR,PASSERIFORMES,Paradoxornithidae,fulveta de Ludlow
7740,Fulvetta manipurensis,OR,PASSERIFORMES,Paradoxornithidae,fulveta de Manipur
7741,Fulvetta cinereiceps,OR,PASSERIFORMES,Paradoxornithidae,fulveta capgrisa
7742,Fulvetta formosana,OR,PASSERIFORMES,Paradoxornithidae,fulveta de Taiwan
7743,Paradoxornis heudei,PAL,PASSERIFORMES,Paradoxornithidae,paradoxorni del Iang-Tsé
7744,Paradoxornis flavirostris,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de Gould
7745,Paradoxornis guttaticollis,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni galtanegre
7746,Paradoxornis aemodius,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni gros
7747,Paradoxornis unicolor,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni unicolor
7748,Paradoxornis paradoxus,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni tridàctil
7749,Paradoxornis gularis,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de casquet gris
7750,Paradoxornis margaritae,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de casquet negre
7751,Paradoxornis ruficeps,OR,PASSERIFORMES,Paradoxornithidae,White-breasted Parrotbill
7752,Paradoxornis bakeri,OR,PASSERIFORMES,Paradoxornithidae,Rufous-headed Parrotbill
7753,Suthora davidiana,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de David
7754,Suthora fulvifrons,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni lleonat
7755,Suthora nipalensis,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni cellut
7756,Suthora verreauxi,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de Verreaux
7757,Suthora atrosuperciliaris,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni cellanegre
7758,Suthora conspicillata,PAL,PASSERIFORMES,Paradoxornithidae,paradoxorni d'ulleres
7759,Suthora zappeyi,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de Zappey
7760,Suthora brunnea,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni cap-roig
7761,Suthora webbiana,PAL,PASSERIFORMES,Paradoxornithidae,paradoxorni de Webb
7762,Suthora alphonsiana,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni golagrís
7763,Suthora przewalskii,OR,PASSERIFORMES,Paradoxornithidae,paradoxorni de Przewalski
7764,Parayuhina diademata,OR,PASSERIFORMES,Zosteropidae,iuhina diademada
7765,Staphida everetti,OR,PASSERIFORMES,Zosteropidae,iuhina de Borneo
7766,Staphida castaniceps,OR,PASSERIFORMES,Zosteropidae,iuhina capbruna
7767,Staphida torqueola,OR,PASSERIFORMES,Zosteropidae,iuhina d'Indoxina
7768,Yuhina nigrimenta,OR,PASSERIFORMES,Zosteropidae,iuhina de mentó negre
7769,Yuhina brunneiceps,OR,PASSERIFORMES,Zosteropidae,iuhina de Taiwan
7770,Yuhina flavicollis,OR,PASSERIFORMES,Zosteropidae,iuhina coll-roja
7771,Yuhina humilis,OR,PASSERIFORMES,Zosteropidae,iuhina de Birmània
7772,Yuhina bakeri,OR,PASSERIFORMES,Zosteropidae,iuhina de clatell blanc
7773,Yuhina gularis,OR,PASSERIFORMES,Zosteropidae,iuhina golaestriada
7774,Yuhina occipitalis,OR,PASSERIFORMES,Zosteropidae,iuhina de clatell roig
7775,Dasycrotapha speciosa,OR,PASSERIFORMES,Zosteropidae,timalí de front groc
7776,Dasycrotapha pygmaea,OR,PASSERIFORMES,Zosteropidae,timalí nan de les illes Visayas
7777,Dasycrotapha plateni,OR,PASSERIFORMES,Zosteropidae,timalí nan de Mindanao
7778,Sterrhoptilus capitalis,OR,PASSERIFORMES,Zosteropidae,timalí mitrat
7779,Sterrhoptilus dennistouni,OR,PASSERIFORMES,Zosteropidae,timalí de corona daurada
7780,Sterrhoptilus affinis,OR,PASSERIFORMES,Zosteropidae,Calabarzon Babbler
7781,Sterrhoptilus nigrocapitatus,OR,PASSERIFORMES,Zosteropidae,timalí de casquet
7782,Zosterornis hypogrammicus,OR,PASSERIFORMES,Zosteropidae,timalí de l'illa Palawan
7783,Zosterornis striatus,OR,PASSERIFORMES,Zosteropidae,timalí de Luzon
7784,Zosterornis whiteheadi,OR,PASSERIFORMES,Zosteropidae,timalí cara-roig
7785,Zosterornis latistriatus,OR,PASSERIFORMES,Zosteropidae,timalí de l'illa Panay
7786,Zosterornis nigrorum,OR,PASSERIFORMES,Zosteropidae,timalí de l'illa Negros
7787,Cleptornis marchei,PO,PASSERIFORMES,Zosteropidae,zostèrops daurat
7788,Rukia ruki,PO,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Truk
7789,Rukia longirostra,PO,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Ponapé
7790,Megazosterops palauensis,PO,PASSERIFORMES,Zosteropidae,zostèrops de les illes Palau
7791,Heleia javanica,OR,PASSERIFORMES,Zosteropidae,zostèrops golagrís
7792,Heleia pinaiae,AU,PASSERIFORMES,Zosteropidae,zostèrops capgrís
7793,Heleia squamifrons,OR,PASSERIFORMES,Zosteropidae,zostèrops pigmeu
7794,Heleia goodfellowi,OR,PASSERIFORMES,Zosteropidae,zostèrops de Mindanao
7795,Heleia squamiceps,AU,PASSERIFORMES,Zosteropidae,zostèrops escatós
7796,Heleia superciliaris,AU,PASSERIFORMES,Zosteropidae,zostèrops cellut
7797,Heleia dohertyi,AU,PASSERIFORMES,Zosteropidae,zostèrops crestat
7798,Heleia muelleri,AU,PASSERIFORMES,Zosteropidae,zostèrops de Timor
7799,Heleia crassirostris,AU,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Flores
7800,Heleia wallacei,AU,PASSERIFORMES,Zosteropidae,zostèrops de front vermell
7801,Apalopteron familiare,PAL,PASSERIFORMES,Zosteropidae,zostèrops de les illes Bonin
7802,Tephrozosterops stalkeri,AU,PASSERIFORMES,Zosteropidae,zostèrops bicolor
7803,Zosterops ceylonensis,OR,PASSERIFORMES,Zosteropidae,zostèrops de Sri Lanka
7804,Zosterops nigrorum,OR,PASSERIFORMES,Zosteropidae,zostèrops de Tweeddale
7805,Zosterops atricapilla,OR,PASSERIFORMES,Zosteropidae,zostèrops caranegre
7806,Zosterops abyssinicus,AF,PASSERIFORMES,Zosteropidae,zostèrops d'Etiòpia
7807,Zosterops flavilateralis,AF,PASSERIFORMES,Zosteropidae,Pale White-eye
7808,Zosterops mbuluensis,AF,PASSERIFORMES,Zosteropidae,Mbulu White-eye
7809,Zosterops erythropleurus,PAL,PASSERIFORMES,Zosteropidae,zostèrops de flancs castanys
7810,Zosterops simplex,OR,PASSERIFORMES,Zosteropidae,Swinhoe's White-eye
7811,Zosterops emiliae,OR,PASSERIFORMES,Zosteropidae,zostèrops d'ulls negres
7812,Zosterops japonicus,"PAL, OR, AU",PASSERIFORMES,Zosteropidae,zostèrops del Japó
7813,Zosterops palpebrosus,OR,PASSERIFORMES,Zosteropidae,zostèrops oriental
7814,Zosterops meyeni,OR,PASSERIFORMES,Zosteropidae,zostèrops de les Filipines
7815,Zosterops mouroniensis,AF,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Grande Comore
7816,Zosterops olivaceus,IO,PASSERIFORMES,Zosteropidae,zostèrops de l'illa de la Reunió
7817,Zosterops chloronothos,IO,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Maurici
7818,Zosterops borbonicus,IO,PASSERIFORMES,Zosteropidae,zostèrops de les illes Mascarenyes
7819,Zosterops mauritianus,IO,PASSERIFORMES,Zosteropidae,Mauritius Grey White-eye
7820,Zosterops melanocephalus,AF,PASSERIFORMES,Zosteropidae,zostèrops del mont Camerun
7821,Zosterops stenocricotus,AF,PASSERIFORMES,Zosteropidae,Forest White-eye
7822,Zosterops stuhlmanni,AF,PASSERIFORMES,Zosteropidae,Green White-eye
7823,Zosterops eurycricotus,AF,PASSERIFORMES,Zosteropidae,Broad-ringed White-eye
7824,Zosterops brunneus,AF,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Bioko
7825,Zosterops poliogastrus,AF,PASSERIFORMES,Zosteropidae,zostèrops afroalpí
7826,Zosterops kikuyuensis,AF,PASSERIFORMES,Zosteropidae,Kikuyu White-eye
7827,Zosterops socotranus,AF,PASSERIFORMES,Zosteropidae,Socotra White-eye
7828,Zosterops ficedulinus,AF,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Príncipe
7829,Zosterops griseovirescens,AF,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Annobon
7830,Zosterops feae,AF,PASSERIFORMES,Zosteropidae,Sao Tome White-eye
7831,Zosterops lugubris,AF,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Sao Tomé
7832,Zosterops leucophaeus,AF,PASSERIFORMES,Zosteropidae,zostèrops blanc
7833,Zosterops silvanus,AF,PASSERIFORMES,Zosteropidae,Taita White-eye
7834,Zosterops senegalensis,AF,PASSERIFORMES,Zosteropidae,zostèrops africà
7835,Zosterops pallidus,AF,PASSERIFORMES,Zosteropidae,zostèrops del Cap
7836,Zosterops winifredae,AF,PASSERIFORMES,Zosteropidae,South Pare White-eye
7837,Zosterops virens,AF,PASSERIFORMES,Zosteropidae,Cape White-eye
7838,Zosterops anderssoni,AF,PASSERIFORMES,Zosteropidae,Southern Yellow White-eye
7839,Zosterops vaughani,IO,PASSERIFORMES,Zosteropidae,zostèrops de l'illa Pemba
7840,Zosterops modestus,IO,PASSERIFORMES,Zosteropidae,zostèrops de les Seychelles
7841,Zosterops anjuanensis,AF,PASSERIFORMES,Zosteropidae,Anjouan White-eye
7842,Zosterops aldabrensis,IO,PASSERIFORMES,Zosteropidae,Aldabra White-eye
7843,Zosterops kirki,AF,PASSERIFORMES,Zosteropidae,Kirk's White-eye
