,IOC,Breeding Range,Order,Family,Croatian
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,tankokljuna pletilja
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,obalna pletilja
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,sahelska pletilja
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,oštrokljuna pletilja
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,maslinastovrata pletilja
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,crnovrata pletilja
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,maslinastoleđa pletilja
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,zlatnoglava pletilja
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,kapska pletilja
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,potočna pletilja
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,žuta pletilja
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,zlatno-zelena pletilja
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,narančasta pletilja
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,savanska pletilja
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,narančastolica pletilja
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,riđoglava pletilja
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,narančastoglava pletilja
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,smeđogrla pletilja
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,papirusova pletilja
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,Ruvu Weaver
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,tanzanska pletilja
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,smeđolica pletilja
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,zlatnotrba pletilja
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,crnočela pletilja
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,južnoafrička pletilja
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,kongoanska pletilja
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,smeđoprsa pletilja
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,tanganjikanska pletilja
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,kestenjastokapa pletilja
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,zlatnokapa pletilja
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,ugandska pletilja
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,seoska pletilja
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,velika pletilja
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,kestenjastoleđa pletilja
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,mrka pletilja
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,kestenjastoboka pletilja
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,crnoleđa pletilja
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,riđoboka pletilja
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,crnoglava pletilja
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,žutoleđa pletilja
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,cimetasta pletilja
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,kestenjasta pletilja
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,olovastotrba pletilja
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,kestenjastotrba pletilja
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,crna pletilja
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,zelenoleđa pletilja
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,sivotrba pletilja
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,zlatna pletilja
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,riđočela pletilja
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,crnoprsa pletilja
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,prugasta pletilja
9322,Ploceus philippinus,OR,PASSERIFORMES,Ploceidae,žutokapa pletilja
9323,Ploceus megarhynchus,OR,PASSERIFORMES,Ploceidae,travnjačka pletilja
9324,Ploceus bicolor,AF,PASSERIFORMES,Ploceidae,tamnoleđa pletilja
9325,Ploceus preussi,AF,PASSERIFORMES,Ploceidae,narančastokapa pletilja
9326,Ploceus dorsomaculatus,AF,PASSERIFORMES,Ploceidae,pjegavoleđa pletilja
9327,Ploceus olivaceiceps,AF,PASSERIFORMES,Ploceidae,maslinasta pletilja
9328,Ploceus nicolli,AF,PASSERIFORMES,Ploceidae,smeđoglava pletilja
9329,Ploceus insignis,AF,PASSERIFORMES,Ploceidae,žutotrba pletilja
9330,Ploceus angolensis,AF,PASSERIFORMES,Ploceidae,bjeloprsa pletilja
9331,Ploceus sanctithomae,AF,PASSERIFORMES,Ploceidae,saotomska pletilja
9332,Ploceus flavipes,AF,PASSERIFORMES,Ploceidae,žutonoga pletilja
9333,Malimbus coronatus,AF,PASSERIFORMES,Ploceidae,crvenokapa pletilja
9334,Malimbus cassini,AF,PASSERIFORMES,Ploceidae,crvenoprsa pletilja
9335,Malimbus racheliae,AF,PASSERIFORMES,Ploceidae,plamenoprsa pletilja
9336,Malimbus ballmanni,AF,PASSERIFORMES,Ploceidae,žutoprsa pletilja
9337,Malimbus scutatus,AF,PASSERIFORMES,Ploceidae,crvenovrata pletilja
9338,Malimbus ibadanensis,AF,PASSERIFORMES,Ploceidae,nigerijska pletilja
9339,Malimbus nitens,AF,PASSERIFORMES,Ploceidae,crvenogrla pletilja
9340,Malimbus rubricollis,AF,PASSERIFORMES,Ploceidae,crvenoglava pletilja
9341,Malimbus erythrogaster,AF,PASSERIFORMES,Ploceidae,crvenotrba pletilja
9342,Malimbus malimbicus,AF,PASSERIFORMES,Ploceidae,kukmasta pletilja
9343,Anaplectes rubriceps,AF,PASSERIFORMES,Ploceidae,šumska pletilja
9344,Anaplectes jubaensis,AF,PASSERIFORMES,Ploceidae,crvena pletilja
9345,Quelea cardinalis,AF,PASSERIFORMES,Ploceidae,prugastoleđa pletilja
9346,Quelea erythrops,AF,PASSERIFORMES,Ploceidae,crvenolica pletilja
9347,Quelea quelea,AF,PASSERIFORMES,Ploceidae,crvenokljuna pletilja
9348,Foudia madagascariensis,AF,PASSERIFORMES,Ploceidae,madagaskarska pletilja
9349,Foudia eminentissima,AF,PASSERIFORMES,Ploceidae,komorska pletilja
9350,Foudia aldabrana,AF,PASSERIFORMES,Ploceidae,žućkastotrba pletilja
9351,Foudia omissa,AF,PASSERIFORMES,Ploceidae,istočnomadagaskarska pletilja
9352,Foudia rubra,IO,PASSERIFORMES,Ploceidae,mauricijska pletilja
9353,Foudia sechellarum,IO,PASSERIFORMES,Ploceidae,sejšelska pletilja
9354,Foudia flavicans,IO,PASSERIFORMES,Ploceidae,rodrigeška pletilja
9355,Brachycope anomala,AF,PASSERIFORMES,Ploceidae,riječna pletilja
9356,Euplectes afer,AF,PASSERIFORMES,Ploceidae,žutokruna pletilja
9357,Euplectes diadematus,AF,PASSERIFORMES,Ploceidae,mala pletilja
9358,Euplectes gierowii,AF,PASSERIFORMES,Ploceidae,narančastoleđa pletilja
9359,Euplectes nigroventris,AF,PASSERIFORMES,Ploceidae,crnotrba pletilja
9360,Euplectes hordeaceus,AF,PASSERIFORMES,Ploceidae,crnokrila pletilja
9361,Euplectes orix,AF,PASSERIFORMES,Ploceidae,vatrena pletilja
9362,Euplectes franciscanus,AF,PASSERIFORMES,Ploceidae,crvenoleđa pletilja
9363,Euplectes aureus,AF,PASSERIFORMES,Ploceidae,zlatnoleđa pletilja
9364,Euplectes capensis,AF,PASSERIFORMES,Ploceidae,crno-žuta pletilja
9365,Euplectes axillaris,AF,PASSERIFORMES,Ploceidae,širokorepa pletilja
9366,Euplectes macroura,AF,PASSERIFORMES,Ploceidae,kudrava pletilja
9367,Euplectes hartlaubi,AF,PASSERIFORMES,Ploceidae,močvarna pletilja
9368,Euplectes psammacromius,AF,PASSERIFORMES,Ploceidae,planinska pletilja
9369,Euplectes albonotatus,AF,PASSERIFORMES,Ploceidae,šarenokrila pletilja
9370,Euplectes ardens,AF,PASSERIFORMES,Ploceidae,ogrličasta pletilja
9371,Euplectes laticauda,AF,PASSERIFORMES,Ploceidae,gorska pletilja
9372,Euplectes progne,AF,PASSERIFORMES,Ploceidae,dugorepa pletilja
9373,Euplectes jacksoni,AF,PASSERIFORMES,Ploceidae,smeđokrila pletilja
9374,Heteromunia pectoralis,AU,PASSERIFORMES,Estrildidae,bjeloprsa amadina
9375,Oreostruthus fuliginosus,AU,PASSERIFORMES,Estrildidae,planinska amadina
9376,Stagonopleura guttata,AU,PASSERIFORMES,Estrildidae,srebrnasta amadina
9377,Stagonopleura oculata,AU,PASSERIFORMES,Estrildidae,crvenouha amadina
9378,Stagonopleura bella,AU,PASSERIFORMES,Estrildidae,prugasta amadina
9379,Neochmia phaeton,AU,PASSERIFORMES,Estrildidae,crvena amadina
9380,Neochmia temporalis,AU,PASSERIFORMES,Estrildidae,sivotrba amadina
9381,Emblema pictum,AU,PASSERIFORMES,Estrildidae,biserastoboka amadina
9382,Bathilda ruficauda,AU,PASSERIFORMES,Estrildidae,pjegava amadina
9383,Aidemosyne modesta,AU,PASSERIFORMES,Estrildidae,prugastotrba amadina
9384,Stizoptera bichenovii,AU,PASSERIFORMES,Estrildidae,bjelolica amadina
9385,Taeniopygia guttata,AU,PASSERIFORMES,Estrildidae,sivogrla zebrica
9386,Taeniopygia castanotis,AU,PASSERIFORMES,Estrildidae,australska zebrica
9387,Poephila personata,AU,PASSERIFORMES,Estrildidae,žutokljuna amadina
9388,Poephila acuticauda,AU,PASSERIFORMES,Estrildidae,dugorepa amadina
9389,Poephila cincta,AU,PASSERIFORMES,Estrildidae,crnogrla amadina
9390,Spermestes griseicapilla,AF,PASSERIFORMES,Estrildidae,sivoglava amadina
9391,Spermestes cucullata,AF,PASSERIFORMES,Estrildidae,brončanoglava amadina
9392,Spermestes fringilloides,AF,PASSERIFORMES,Estrildidae,crnoglava amadina
9393,Spermestes bicolor,AF,PASSERIFORMES,Estrildidae,bjelotrba amadina
9394,Lepidopygia nana,AF,PASSERIFORMES,Estrildidae,madagaskarska amadina
9395,Euodice cantans,AF,PASSERIFORMES,Estrildidae,srebrnastokljuna amadina
9396,Euodice malabarica,OR,PASSERIFORMES,Estrildidae,smeđa amadina
9397,Padda oryzivora,OR,PASSERIFORMES,Estrildidae,rižarica
9398,Padda fuscata,AU,PASSERIFORMES,Estrildidae,timorska amadina
9399,Mayrimunia tristissima,AU,PASSERIFORMES,Estrildidae,mrka amadina
9400,Mayrimunia leucosticta,AU,PASSERIFORMES,Estrildidae,pjegavoglava amadina
9401,Lonchura punctulata,"OR, AU",PASSERIFORMES,Estrildidae,ljuskastoprsa amadina
9402,Lonchura kelaarti,OR,PASSERIFORMES,Estrildidae,smeđoleđa amadina
9403,Lonchura molucca,AU,PASSERIFORMES,Estrildidae,crnorepa amadina
9404,Lonchura striata,OR,PASSERIFORMES,Estrildidae,bjeloleđa amadina
9405,Lonchura fuscans,OR,PASSERIFORMES,Estrildidae,borneanska amadina
9406,Lonchura leucogastra,OR,PASSERIFORMES,Estrildidae,crnoprsa amadina
9407,Lonchura leucogastroides,OR,PASSERIFORMES,Estrildidae,javanska amadina
9408,Lonchura malacca,OR,PASSERIFORMES,Estrildidae,kestenjastoleđa amadina
9409,Lonchura atricapilla,"OR, AU",PASSERIFORMES,Estrildidae,kestenjasta amadina
9410,Lonchura ferruginosa,OR,PASSERIFORMES,Estrildidae,bjeloglava amadina
9411,Lonchura maja,OR,PASSERIFORMES,Estrildidae,srebrnastoglava amadina
9412,Lonchura pallida,AU,PASSERIFORMES,Estrildidae,riđoleđa amadina
9413,Lonchura grandis,AU,PASSERIFORMES,Estrildidae,velika amadina
9414,Lonchura teerinki,AU,PASSERIFORMES,Estrildidae,crnolica amadina
9415,Lonchura montana,AU,PASSERIFORMES,Estrildidae,prugastoboka amadina
9416,Lonchura monticola,AU,PASSERIFORMES,Estrildidae,žutorepa amadina
9417,Lonchura vana,AU,PASSERIFORMES,Estrildidae,cimetastotrba amadina
9418,Lonchura nevermanni,AU,PASSERIFORMES,Estrildidae,riđotrba amadina
9419,Lonchura caniceps,AU,PASSERIFORMES,Estrildidae,vatrorepa amadina
9420,Lonchura spectabilis,AU,PASSERIFORMES,Estrildidae,smeđokrila amadina
9421,Lonchura forbesi,AU,PASSERIFORMES,Estrildidae,bizmarkska amadina
9422,Lonchura hunsteini,AU,PASSERIFORMES,Estrildidae,narančastorepa amadina
9423,Lonchura nigerrima,AU,PASSERIFORMES,Estrildidae,New Hanover Mannikin
9424,Lonchura flaviprymna,AU,PASSERIFORMES,Estrildidae,močvarna amadina
9425,Lonchura quinticolor,AU,PASSERIFORMES,Estrildidae,kestenjastoglava amadina
9426,Lonchura castaneothorax,AU,PASSERIFORMES,Estrildidae,riđoprsa amadina
9427,Lonchura stygia,AU,PASSERIFORMES,Estrildidae,crna amadina
9428,Lonchura melaena,AU,PASSERIFORMES,Estrildidae,krupnokljuna amadina
9429,Chloebia gouldiae,AU,PASSERIFORMES,Estrildidae,gouldova amadina
9430,Erythrura prasina,OR,PASSERIFORMES,Estrildidae,oštrorepa amadina
9431,Erythrura viridifacies,OR,PASSERIFORMES,Estrildidae,zelena amadina
9432,Erythrura hyperythra,"OR, AU",PASSERIFORMES,Estrildidae,zelenorepa amadina
9433,Erythrura psittacea,AU,PASSERIFORMES,Estrildidae,crvenogrla amadina
9434,Erythrura pealii,PO,PASSERIFORMES,Estrildidae,fidžijska amadina
9435,Erythrura regia,PO,PASSERIFORMES,Estrildidae,Royal Parrotfinch
9436,Erythrura cyaneovirens,PO,PASSERIFORMES,Estrildidae,crvenoglava amadina
9437,Erythrura kleinschmidti,PO,PASSERIFORMES,Estrildidae,ružičastokljuna amadina
9438,Erythrura tricolor,AU,PASSERIFORMES,Estrildidae,plavotrba amadina
9439,Erythrura coloria,OR,PASSERIFORMES,Estrildidae,mindanaoska amadina
9440,Erythrura papuana,AU,PASSERIFORMES,Estrildidae,papuanska amadina
9441,Erythrura trichroa,AU,PASSERIFORMES,Estrildidae,plavolica amadina
9442,Nesocharis shelleyi,AF,PASSERIFORMES,Estrildidae,mala estrilda
9443,Nesocharis ansorgei,AF,PASSERIFORMES,Estrildidae,močvarna estrilda
9444,Coccopygia quartinia,AF,PASSERIFORMES,Estrildidae,žutotrba estrilda
9445,Coccopygia bocagei,AF,PASSERIFORMES,Estrildidae,angolska estrilda
9446,Coccopygia melanotis,AF,PASSERIFORMES,Estrildidae,crnogrla estrilda
9447,Mandingoa nitidula,AF,PASSERIFORMES,Estrildidae,pjegavotrba estrilda
9448,Cryptospiza shelleyi,AF,PASSERIFORMES,Estrildidae,crvenoleđa estrilda
9449,Cryptospiza jacksoni,AF,PASSERIFORMES,Estrildidae,crvenokrila estrilda
9450,Cryptospiza salvadorii,AF,PASSERIFORMES,Estrildidae,maslinastotrba estrilda
9451,Cryptospiza reichenovii,AF,PASSERIFORMES,Estrildidae,crvenolica estrilda
9452,Parmoptila rubrifrons,AF,PASSERIFORMES,Estrildidae,riđotrba estrilda
9453,Parmoptila woodhousei,AF,PASSERIFORMES,Estrildidae,smeđa estrilda
9454,Parmoptila jamesoni,AF,PASSERIFORMES,Estrildidae,riđolica estrilda
9455,Nigrita fusconotus,AF,PASSERIFORMES,Estrildidae,crnokapa estrilda
9456,Nigrita bicolor,AF,PASSERIFORMES,Estrildidae,kestenjastoprsa estrilda
9457,Nigrita canicapillus,AF,PASSERIFORMES,Estrildidae,sivoleđa estrilda
9458,Nigrita luteifrons,AF,PASSERIFORMES,Estrildidae,siva estrilda
9459,Delacourella capistrata,AF,PASSERIFORMES,Estrildidae,zelenoleđa estrilda
9460,Brunhilda charmosyna,AF,PASSERIFORMES,Estrildidae,sivotrba estrilda
9461,Brunhilda erythronotos,AF,PASSERIFORMES,Estrildidae,ružičastotrba estrilda
9462,Glaucestrilda caerulescens,AF,PASSERIFORMES,Estrildidae,crvenorepa estrilda
9463,Glaucestrilda perreini,AF,PASSERIFORMES,Estrildidae,crnorepa estrilda
9464,Glaucestrilda thomensis,AF,PASSERIFORMES,Estrildidae,riječna estrilda
9465,Estrilda nonnula,AF,PASSERIFORMES,Estrildidae,srebrnastotrba estrilda
9466,Estrilda atricapilla,AF,PASSERIFORMES,Estrildidae,crnoglava estrilda
9467,Estrilda kandti,AF,PASSERIFORMES,Estrildidae,prugastokrila estrilda
9468,Estrilda melpoda,AF,PASSERIFORMES,Estrildidae,narančastolica estrilda
9469,Estrilda poliopareia,AF,PASSERIFORMES,Estrildidae,nigerijska estrilda
9470,Estrilda paludicola,AF,PASSERIFORMES,Estrildidae,smeđokrila estrilda
9471,Estrilda astrild,AF,PASSERIFORMES,Estrildidae,prugasta estrilda
9472,Estrilda nigriloris,AF,PASSERIFORMES,Estrildidae,kongoanska estrilda
9473,Estrilda troglodytes,AF,PASSERIFORMES,Estrildidae,savanska estrilda
9474,Estrilda rhodopyga,AF,PASSERIFORMES,Estrildidae,sivokapa estrilda
9475,Estrilda rufibarba,PAL,PASSERIFORMES,Estrildidae,arabijska estrilda
9476,Ortygospiza atricollis,AF,PASSERIFORMES,Estrildidae,prugastoboka estrilda
9477,Paludipasser locustella,AF,PASSERIFORMES,Estrildidae,crnotrba estrilda
9478,Amadina fasciata,AF,PASSERIFORMES,Estrildidae,ogrličasta estrilda
9479,Amadina erythrocephala,AF,PASSERIFORMES,Estrildidae,crvenoglava estrilda
9480,Amandava formosa,OR,PASSERIFORMES,Estrildidae,zelena estrilda
9481,Amandava subflava,"AF, PAL",PASSERIFORMES,Estrildidae,zebrasta estrilda
9482,Amandava amandava,OR,PASSERIFORMES,Estrildidae,crvena estrilda
9483,Granatina ianthinogaster,AF,PASSERIFORMES,Estrildidae,ljubičasta estrilda
9484,Granatina granatina,AF,PASSERIFORMES,Estrildidae,ljubičastolica estrilda
9485,Uraeginthus angolensis,AF,PASSERIFORMES,Estrildidae,plava estrilda
9486,Uraeginthus bengalus,AF,PASSERIFORMES,Estrildidae,smeđokapa estrilda
9487,Uraeginthus cyanocephalus,AF,PASSERIFORMES,Estrildidae,plavoglava estrilda
9488,Spermophaga poliogenys,AF,PASSERIFORMES,Estrildidae,crnoleđa estrilda
9489,Spermophaga haematina,AF,PASSERIFORMES,Estrildidae,crvenoprsa estrilda
9490,Spermophaga ruficapilla,AF,PASSERIFORMES,Estrildidae,plavokljuna estrilda
9491,Pyrenestes minor,AF,PASSERIFORMES,Estrildidae,crveno-smeđa estrilda
9492,Pyrenestes sanguineus,AF,PASSERIFORMES,Estrildidae,krupnokljuna estrilda
9493,Pyrenestes ostrinus,AF,PASSERIFORMES,Estrildidae,velika estrilda
9494,Pytilia melba,AF,PASSERIFORMES,Estrildidae,prugastotrba estrilda
9495,Pytilia afra,AF,PASSERIFORMES,Estrildidae,narančastokrila estrilda
9496,Pytilia phoenicoptera,AF,PASSERIFORMES,Estrildidae,sahelska estrilda
9497,Pytilia lineata,AF,PASSERIFORMES,Estrildidae,etiopska estrilda
9498,Pytilia hypogrammica,AF,PASSERIFORMES,Estrildidae,žutokrila estrilda
9499,Euschistospiza dybowskii,AF,PASSERIFORMES,Estrildidae,olovastoglava estrilda
9500,Euschistospiza cinereovinacea,AF,PASSERIFORMES,Estrildidae,olovasta estrilda
9501,Hypargos niveoguttatus,AF,PASSERIFORMES,Estrildidae,smeđoleđa estrilda
9502,Hypargos margaritatus,AF,PASSERIFORMES,Estrildidae,ružičastolica estrilda
9503,Clytospiza monteiri,AF,PASSERIFORMES,Estrildidae,cimetastotrba estrilda
9504,Lagonosticta senegala,AF,PASSERIFORMES,Estrildidae,crvenokljuna estrilda
9505,Lagonosticta rubricata,AF,PASSERIFORMES,Estrildidae,ružičastoprsa estrilda
9506,Lagonosticta rhodopareia,AF,PASSERIFORMES,Estrildidae,vatrena estrilda
9507,Lagonosticta virata,AF,PASSERIFORMES,Estrildidae,kamenjarska estrilda
9508,Lagonosticta sanguinodorsalis,AF,PASSERIFORMES,Estrildidae,ružičasta estrilda
9509,Lagonosticta umbrinodorsalis,AF,PASSERIFORMES,Estrildidae,sivoglava estrilda
9510,Lagonosticta rara,AF,PASSERIFORMES,Estrildidae,grimizna estrilda
9511,Lagonosticta rufopicta,AF,PASSERIFORMES,Estrildidae,prugastoprsa estrilda
9512,Lagonosticta nitidula,AF,PASSERIFORMES,Estrildidae,ružičastogrla estrilda
9513,Lagonosticta larvata,AF,PASSERIFORMES,Estrildidae,crnolica estrilda
9514,Vidua chalybeata,AF,PASSERIFORMES,Viduidae,crvenonoga udovičica
9515,Vidua purpurascens,AF,PASSERIFORMES,Viduidae,ljubičasta udovičica
9516,Vidua raricola,AF,PASSERIFORMES,Viduidae,močvarna udovičica
9517,Vidua larvaticola,AF,PASSERIFORMES,Viduidae,modra udovičica
9518,Vidua funerea,AF,PASSERIFORMES,Viduidae,narančastonoga udovičica
9519,Vidua codringtoni,AF,PASSERIFORMES,Viduidae,blistava udovičica
9520,Vidua wilsoni,AF,PASSERIFORMES,Viduidae,savanska udovičica
9521,Vidua nigeriae,AF,PASSERIFORMES,Viduidae,mrka udovičica
9522,Vidua maryae,AF,PASSERIFORMES,Viduidae,nigerijska udovičica
9523,Vidua camerunensis,AF,PASSERIFORMES,Viduidae,smeđokrila udovičica
9524,Vidua macroura,AF,PASSERIFORMES,Viduidae,bjelotrba udovičica
9525,Vidua hypocherina,AF,PASSERIFORMES,Viduidae,oštrorepa udovičica
9526,Vidua fischeri,AF,PASSERIFORMES,Viduidae,žutorepa udovičica
9527,Vidua regia,AF,PASSERIFORMES,Viduidae,crnokapa udovičica
9528,Vidua paradisaea,AF,PASSERIFORMES,Viduidae,dugorepa udovičica
9529,Vidua orientalis,AF,PASSERIFORMES,Viduidae,sahelska udovičica
9530,Vidua interjecta,AF,PASSERIFORMES,Viduidae,ogrličasta udovičica
9531,Vidua togoensis,AF,PASSERIFORMES,Viduidae,žutotrba udovičica
9532,Vidua obtusa,AF,PASSERIFORMES,Viduidae,širokorepa udovičica
9533,Anomalospiza imberbis,AF,PASSERIFORMES,Viduidae,žuta udovičica
9534,Peucedramus taeniatus,"NA, MA",PASSERIFORMES,Peucedramidae,narančastoglava sjeničica
9535,Prunella collaris,PAL,PASSERIFORMES,Prunellidae,alpski popić
9536,Prunella himalayana,PAL,PASSERIFORMES,Prunellidae,riđoprugi popić
9537,Prunella rubeculoides,OR,PASSERIFORMES,Prunellidae,riđoprsi popić
9538,Prunella strophiata,OR,PASSERIFORMES,Prunellidae,pjegavotrbi popić
9539,Prunella montanella,PAL,PASSERIFORMES,Prunellidae,sibirski popić
9540,Prunella fulvescens,PAL,PASSERIFORMES,Prunellidae,smeđi popić
9541,Prunella ocularis,PAL,PASSERIFORMES,Prunellidae,crnokapi popić
9542,Prunella atrogularis,PAL,PASSERIFORMES,Prunellidae,crnobradi popić
9543,Prunella koslowi,PAL,PASSERIFORMES,Prunellidae,mongolski popić
9544,Prunella modularis,PAL,PASSERIFORMES,Prunellidae,sivi popić
9545,Prunella rubida,PAL,PASSERIFORMES,Prunellidae,japanski popić
9546,Prunella immaculata,OR,PASSERIFORMES,Prunellidae,sivoglavi popić
9547,Dendronanthus indicus,PAL,PASSERIFORMES,Motacillidae,šumska pastirica
9548,Motacilla flava,PAL,PASSERIFORMES,Motacillidae,žuta pastirica
9549,Motacilla tschutschensis,"PAL, NA",PASSERIFORMES,Motacillidae,azijska pastirica
9550,Motacilla citreola,PAL,PASSERIFORMES,Motacillidae,limunasta pastirica
9551,Motacilla capensis,AF,PASSERIFORMES,Motacillidae,maslinasta pastirica
9552,Motacilla flaviventris,AF,PASSERIFORMES,Motacillidae,madagaskarska pastirica
9553,Motacilla bocagii,AF,PASSERIFORMES,Motacillidae,kratkorepa pastirica
9554,Motacilla cinerea,"PAL, OR",PASSERIFORMES,Motacillidae,gorska pastirica
9555,Motacilla clara,AF,PASSERIFORMES,Motacillidae,ogrličasta pastirica
9556,Motacilla alba,PAL,PASSERIFORMES,Motacillidae,bijela pastirica
9557,Motacilla aguimp,AF,PASSERIFORMES,Motacillidae,afrička pastirica
9558,Motacilla samveasnae,OR,PASSERIFORMES,Motacillidae,mekonška pastirica
9559,Motacilla grandis,PAL,PASSERIFORMES,Motacillidae,japanska pastirica
9560,Motacilla maderaspatensis,OR,PASSERIFORMES,Motacillidae,indijska pastirica
9561,Tmetothylacus tenellus,AF,PASSERIFORMES,Motacillidae,zlatna trepteljka
9562,Macronyx sharpei,AF,PASSERIFORMES,Motacillidae,kenijska trepteljka
9563,Macronyx flavicollis,AF,PASSERIFORMES,Motacillidae,etiopska trepteljka
9564,Macronyx fuelleborni,AF,PASSERIFORMES,Motacillidae,ogrličasta trepteljka
9565,Macronyx capensis,AF,PASSERIFORMES,Motacillidae,narančastogrla trepteljka
9566,Macronyx croceus,AF,PASSERIFORMES,Motacillidae,žutogrla trepteljka
9567,Macronyx aurantiigula,AF,PASSERIFORMES,Motacillidae,žutoprsa trepteljka
9568,Macronyx ameliae,AF,PASSERIFORMES,Motacillidae,plamenogrla trepteljka
9569,Macronyx grimwoodi,AF,PASSERIFORMES,Motacillidae,dugonokta trepteljka
9570,Anthus richardi,PAL,PASSERIFORMES,Motacillidae,velika trepteljka
9571,Anthus rufulus,"OR, AU",PASSERIFORMES,Motacillidae,južnoazijska trepteljka
9572,Anthus australis,AU,PASSERIFORMES,Motacillidae,Australian Pipit
9573,Anthus novaeseelandiae,AU,PASSERIFORMES,Motacillidae,australska trepteljka
9574,Anthus cinnamomeus,AF,PASSERIFORMES,Motacillidae,afrička trepteljka
9575,Anthus hoeschi,AF,PASSERIFORMES,Motacillidae,drakensberška trepteljka
9576,Anthus godlewskii,PAL,PASSERIFORMES,Motacillidae,stepska trepteljka
