,IOC,Breeding Range,Order,Family,Chinese
9013,Prionochilus olivaceus,OR,PASSERIFORMES,Dicaeidae,绿背锯齿啄花鸟
9014,Prionochilus maculatus,OR,PASSERIFORMES,Dicaeidae,黄喉锯齿啄花鸟
9015,Prionochilus percussus,OR,PASSERIFORMES,Dicaeidae,绯胸锯齿啄花鸟
9016,Prionochilus plateni,OR,PASSERIFORMES,Dicaeidae,巴拉望啄花鸟
9017,Prionochilus xanthopygius,OR,PASSERIFORMES,Dicaeidae,婆罗洲啄花鸟
9018,Prionochilus thoracicus,OR,PASSERIFORMES,Dicaeidae,赤胸锯齿啄花鸟
9019,Dicaeum dayakorum,OR,PASSERIFORMES,Dicaeidae,眼镜啄花鸟
9020,Dicaeum annae,AU,PASSERIFORMES,Dicaeidae,金腰啄花鸟
9021,Dicaeum agile,OR,PASSERIFORMES,Dicaeidae,厚嘴啄花鸟
9022,Dicaeum aeruginosum,OR,PASSERIFORMES,Dicaeidae,纵纹啄花鸟
9023,Dicaeum everetti,OR,PASSERIFORMES,Dicaeidae,褐背啄花鸟
9024,Dicaeum proprium,OR,PASSERIFORMES,Dicaeidae,灰胸啄花鸟
9025,Dicaeum chrysorrheum,OR,PASSERIFORMES,Dicaeidae,黄臀啄花鸟
9026,Dicaeum melanozanthum,OR,PASSERIFORMES,Dicaeidae,黄腹啄花鸟
9027,Dicaeum vincens,OR,PASSERIFORMES,Dicaeidae,白喉啄花鸟
9028,Dicaeum aureolimbatum,AU,PASSERIFORMES,Dicaeidae,黄胁啄花鸟
9029,Dicaeum nigrilore,OR,PASSERIFORMES,Dicaeidae,绿顶啄花鸟
9030,Dicaeum anthonyi,OR,PASSERIFORMES,Dicaeidae,黄冠啄花鸟
9031,Dicaeum kampalili,OR,PASSERIFORMES,Dicaeidae,火冠啄花鸟
9032,Dicaeum bicolor,OR,PASSERIFORMES,Dicaeidae,双色啄花鸟
9033,Dicaeum australe,OR,PASSERIFORMES,Dicaeidae,红纹啄花鸟
9034,Dicaeum haematostictum,OR,PASSERIFORMES,Dicaeidae,黑带啄花鸟
9035,Dicaeum retrocinctum,OR,PASSERIFORMES,Dicaeidae,红领啄花鸟
9036,Dicaeum quadricolor,OR,PASSERIFORMES,Dicaeidae,四色啄花鸟
9037,Dicaeum trigonostigma,OR,PASSERIFORMES,Dicaeidae,橙腹啄花鸟
9038,Dicaeum hypoleucum,OR,PASSERIFORMES,Dicaeidae,白腹啄花鸟
9039,Dicaeum erythrorhynchos,OR,PASSERIFORMES,Dicaeidae,淡嘴啄花鸟
9040,Dicaeum concolor,OR,PASSERIFORMES,Dicaeidae,印度纯色啄花鸟
9041,Dicaeum minullum,OR,PASSERIFORMES,Dicaeidae,纯色啄花鸟
9042,Dicaeum virescens,OR,PASSERIFORMES,Dicaeidae,安达曼啄花鸟
9043,Dicaeum pygmaeum,OR,PASSERIFORMES,Dicaeidae,小啄花鸟
9044,Dicaeum nehrkorni,AU,PASSERIFORMES,Dicaeidae,红冠啄花鸟
9045,Dicaeum erythrothorax,AU,PASSERIFORMES,Dicaeidae,淡红啄花鸟
9046,Dicaeum schistaceiceps,AU,PASSERIFORMES,Dicaeidae,哈岛啄花鸟
9047,Dicaeum vulneratum,AU,PASSERIFORMES,Dicaeidae,灰啄花鸟
9048,Dicaeum pectorale,AU,PASSERIFORMES,Dicaeidae,绿冠啄花鸟
9049,Dicaeum geelvinkianum,AU,PASSERIFORMES,Dicaeidae,红顶啄花鸟
9050,Dicaeum nitidum,AU,PASSERIFORMES,Dicaeidae,路岛啄花鸟
9051,Dicaeum eximium,AU,PASSERIFORMES,Dicaeidae,红斑啄花鸟
9052,Dicaeum aeneum,AU,PASSERIFORMES,Dicaeidae,所罗门啄花鸟
9053,Dicaeum tristrami,AU,PASSERIFORMES,Dicaeidae,杂色啄花鸟
9054,Dicaeum igniferum,AU,PASSERIFORMES,Dicaeidae,黑额啄花鸟
9055,Dicaeum maugei,AU,PASSERIFORMES,Dicaeidae,红颏啄花鸟
9056,Dicaeum hirundinaceum,AU,PASSERIFORMES,Dicaeidae,澳洲啄花鸟
9057,Dicaeum celebicum,AU,PASSERIFORMES,Dicaeidae,灰胁啄花鸟
9058,Dicaeum monticolum,OR,PASSERIFORMES,Dicaeidae,黑胁啄花鸟
9059,Dicaeum ignipectus,OR,PASSERIFORMES,Dicaeidae,红胸啄花鸟
9060,Dicaeum sanguinolentum,OR,PASSERIFORMES,Dicaeidae,爪哇啄花鸟
9061,Dicaeum cruentatum,OR,PASSERIFORMES,Dicaeidae,朱背啄花鸟
9062,Dicaeum trochileum,OR,PASSERIFORMES,Dicaeidae,红头啄花鸟
9063,Chalcoparia singalensis,OR,PASSERIFORMES,Nectariniidae,紫颊直嘴太阳鸟
9064,Deleornis fraseri,AF,PASSERIFORMES,Nectariniidae,红领太阳鸟
9065,Deleornis axillaris,AF,PASSERIFORMES,Nectariniidae,灰头太阳鸟
9066,Anthreptes reichenowi,AF,PASSERIFORMES,Nectariniidae,纯背食蜜鸟
9067,Anthreptes anchietae,AF,PASSERIFORMES,Nectariniidae,安氏食蜜鸟
9068,Anthreptes simplex,OR,PASSERIFORMES,Nectariniidae,纯色食蜜鸟
9069,Anthreptes malacensis,"OR, AU",PASSERIFORMES,Nectariniidae,褐喉食蜜鸟
9070,Anthreptes griseigularis,OR,PASSERIFORMES,Nectariniidae,灰喉食蜜鸟
9071,Anthreptes rhodolaemus,OR,PASSERIFORMES,Nectariniidae,棕喉食蜜鸟
9072,Anthreptes gabonicus,AF,PASSERIFORMES,Nectariniidae,灰褐食蜜鸟
9073,Anthreptes longuemarei,AF,PASSERIFORMES,Nectariniidae,西紫背食蜜鸟
9074,Anthreptes orientalis,AF,PASSERIFORMES,Nectariniidae,东紫背食蜜鸟
9075,Anthreptes neglectus,AF,PASSERIFORMES,Nectariniidae,紫背食蜜鸟
9076,Anthreptes aurantius,AF,PASSERIFORMES,Nectariniidae,紫尾食蜜鸟
9077,Anthreptes seimundi,AF,PASSERIFORMES,Nectariniidae,小绿食蜜鸟
9078,Anthreptes rectirostris,AF,PASSERIFORMES,Nectariniidae,绿食蜜鸟
9079,Anthreptes tephrolaemus,AF,PASSERIFORMES,Nectariniidae,灰颏绿食蜜鸟
9080,Anthreptes rubritorques,AF,PASSERIFORMES,Nectariniidae,红领食蜜鸟
9081,Hedydipna collaris,AF,PASSERIFORMES,Nectariniidae,环颈直嘴太阳鸟
9082,Hedydipna platura,AF,PASSERIFORMES,Nectariniidae,小直嘴太阳鸟
9083,Hedydipna metallica,AF,PASSERIFORMES,Nectariniidae,尼罗直嘴太阳鸟
9084,Hedydipna pallidigaster,AF,PASSERIFORMES,Nectariniidae,阿曼尼直嘴太阳鸟
9085,Anabathmis reichenbachii,AF,PASSERIFORMES,Nectariniidae,瑞氏花蜜鸟
9086,Anabathmis hartlaubii,AF,PASSERIFORMES,Nectariniidae,普林西比花蜜鸟
9087,Anabathmis newtonii,AF,PASSERIFORMES,Nectariniidae,黄胸花蜜鸟
9088,Dreptes thomensis,AF,PASSERIFORMES,Nectariniidae,巨花蜜鸟
9089,Anthobaphes violacea,AF,PASSERIFORMES,Nectariniidae,橙胸花蜜鸟
9090,Cyanomitra verticalis,AF,PASSERIFORMES,Nectariniidae,绿头花蜜鸟
9091,Cyanomitra bannermani,AF,PASSERIFORMES,Nectariniidae,班氏花蜜鸟
9092,Cyanomitra cyanolaema,AF,PASSERIFORMES,Nectariniidae,蓝喉花蜜鸟
9093,Cyanomitra oritis,AF,PASSERIFORMES,Nectariniidae,喀麦隆花蜜鸟
9094,Cyanomitra alinae,AF,PASSERIFORMES,Nectariniidae,蓝头花蜜鸟
9095,Cyanomitra olivacea,AF,PASSERIFORMES,Nectariniidae,绿花蜜鸟
9096,Cyanomitra veroxii,AF,PASSERIFORMES,Nectariniidae,灰褐花蜜鸟
9097,Chalcomitra adelberti,AF,PASSERIFORMES,Nectariniidae,黄喉花蜜鸟
9098,Chalcomitra fuliginosa,AF,PASSERIFORMES,Nectariniidae,乌色花蜜鸟
9099,Chalcomitra rubescens,AF,PASSERIFORMES,Nectariniidae,绿喉花蜜鸟
9100,Chalcomitra amethystina,AF,PASSERIFORMES,Nectariniidae,艾米花蜜鸟
9101,Chalcomitra senegalensis,AF,PASSERIFORMES,Nectariniidae,赤胸花蜜鸟
9102,Chalcomitra hunteri,AF,PASSERIFORMES,Nectariniidae,亨氏花蜜鸟
9103,Chalcomitra balfouri,AF,PASSERIFORMES,Nectariniidae,索科花蜜鸟
9104,Leptocoma zeylonica,OR,PASSERIFORMES,Nectariniidae,紫腰花蜜鸟
9105,Leptocoma minima,OR,PASSERIFORMES,Nectariniidae,小花蜜鸟
9106,Leptocoma sperata,OR,PASSERIFORMES,Nectariniidae,紫喉花蜜鸟
9107,Leptocoma brasiliana,OR,PASSERIFORMES,Nectariniidae,蓝肩花蜜鸟
9108,Leptocoma aspasia,AU,PASSERIFORMES,Nectariniidae,黑花蜜鸟
9109,Leptocoma calcostetha,OR,PASSERIFORMES,Nectariniidae,铜喉花蜜鸟
9110,Nectarinia bocagii,AF,PASSERIFORMES,Nectariniidae,包氏花蜜鸟
9111,Nectarinia purpureiventris,AF,PASSERIFORMES,Nectariniidae,紫胸花蜜鸟
9112,Nectarinia tacazze,AF,PASSERIFORMES,Nectariniidae,塔卡花蜜鸟
9113,Nectarinia kilimensis,AF,PASSERIFORMES,Nectariniidae,长尾铜花蜜鸟
9114,Nectarinia famosa,AF,PASSERIFORMES,Nectariniidae,辉绿花蜜鸟
9115,Nectarinia johnstoni,AF,PASSERIFORMES,Nectariniidae,红簇花蜜鸟
9116,Drepanorhynchus reichenowi,AF,PASSERIFORMES,Nectariniidae,金翅花蜜鸟
9117,Cinnyris chloropygius,AF,PASSERIFORMES,Nectariniidae,绿腹花蜜鸟
9118,Cinnyris minullus,AF,PASSERIFORMES,Nectariniidae,姬花蜜鸟
9119,Cinnyris manoensis,AF,PASSERIFORMES,Nectariniidae,双领花蜜鸟
9120,Cinnyris gertrudis,AF,PASSERIFORMES,Nectariniidae,西双领花蜜鸟
9121,Cinnyris chalybeus,AF,PASSERIFORMES,Nectariniidae,小双领花蜜鸟
9122,Cinnyris neergaardi,AF,PASSERIFORMES,Nectariniidae,尼氏花蜜鸟
9123,Cinnyris stuhlmanni,AF,PASSERIFORMES,Nectariniidae,施氏花蜜鸟
9124,Cinnyris whytei,AF,PASSERIFORMES,Nectariniidae,怀特双领花蜜鸟
9125,Cinnyris prigoginei,AF,PASSERIFORMES,Nectariniidae,普氏花蜜鸟
9126,Cinnyris ludovicensis,AF,PASSERIFORMES,Nectariniidae,山林双领花蜜鸟
9127,Cinnyris reichenowi,AF,PASSERIFORMES,Nectariniidae,北双领花蜜鸟
9128,Cinnyris afer,AF,PASSERIFORMES,Nectariniidae,大双领花蜜鸟
9129,Cinnyris regius,AF,PASSERIFORMES,Nectariniidae,帝王花蜜鸟
9130,Cinnyris rockefelleri,AF,PASSERIFORMES,Nectariniidae,洛氏花蜜鸟
9131,Cinnyris mediocris,AF,PASSERIFORMES,Nectariniidae,东非双领花蜜鸟
9132,Cinnyris usambaricus,AF,PASSERIFORMES,Nectariniidae,坦赞双领花蜜鸟
9133,Cinnyris fuelleborni,AF,PASSERIFORMES,Nectariniidae,暗腹双领花蜜鸟
9134,Cinnyris moreaui,AF,PASSERIFORMES,Nectariniidae,摩氏花蜜鸟
9135,Cinnyris loveridgei,AF,PASSERIFORMES,Nectariniidae,拉氏花蜜鸟
9136,Cinnyris pulchellus,AF,PASSERIFORMES,Nectariniidae,丽色花蜜鸟
9137,Cinnyris mariquensis,AF,PASSERIFORMES,Nectariniidae,马里基花蜜鸟
9138,Cinnyris shelleyi,AF,PASSERIFORMES,Nectariniidae,雪氏花蜜鸟
9139,Cinnyris hofmanni,AF,PASSERIFORMES,Nectariniidae,霍氏花蜜鸟
9140,Cinnyris congensis,AF,PASSERIFORMES,Nectariniidae,黑腹花蜜鸟
9141,Cinnyris erythrocercus,AF,PASSERIFORMES,Nectariniidae,红胸花蜜鸟
9142,Cinnyris nectarinioides,AF,PASSERIFORMES,Nectariniidae,小黑腹花蜜鸟
9143,Cinnyris bifasciatus,AF,PASSERIFORMES,Nectariniidae,紫斑花蜜鸟
9144,Cinnyris tsavoensis,AF,PASSERIFORMES,Nectariniidae,察武花蜜鸟
9145,Cinnyris chalcomelas,AF,PASSERIFORMES,Nectariniidae,蓝紫胸花蜜鸟
9146,Cinnyris pembae,IO,PASSERIFORMES,Nectariniidae,奔岛花蜜鸟
9147,Cinnyris bouvieri,AF,PASSERIFORMES,Nectariniidae,橙簇花蜜鸟
9148,Cinnyris osea,AF,PASSERIFORMES,Nectariniidae,阿拉伯橙簇花蜜鸟
9149,Cinnyris hellmayri,PAL,PASSERIFORMES,Nectariniidae,阿拉伯花蜜鸟
9150,Cinnyris habessinicus,AF,PASSERIFORMES,Nectariniidae,辉花蜜鸟
9151,Cinnyris coccinigastrus,AF,PASSERIFORMES,Nectariniidae,华丽花蜜鸟
9152,Cinnyris johannae,AF,PASSERIFORMES,Nectariniidae,猩红簇花蜜鸟
9153,Cinnyris superbus,AF,PASSERIFORMES,Nectariniidae,雅美花蜜鸟
9154,Cinnyris rufipennis,AF,PASSERIFORMES,Nectariniidae,褐翅花蜜鸟
9155,Cinnyris oustaleti,AF,PASSERIFORMES,Nectariniidae,安哥拉花蜜鸟
9156,Cinnyris talatala,AF,PASSERIFORMES,Nectariniidae,白腹花蜜鸟
9157,Cinnyris venustus,AF,PASSERIFORMES,Nectariniidae,杂色花蜜鸟
9158,Cinnyris fuscus,AF,PASSERIFORMES,Nectariniidae,暗色花蜜鸟
9159,Cinnyris ursulae,AF,PASSERIFORMES,Nectariniidae,乌氏花蜜鸟
9160,Cinnyris batesi,AF,PASSERIFORMES,Nectariniidae,巴氏花蜜鸟
9161,Cinnyris cupreus,AF,PASSERIFORMES,Nectariniidae,铜色花蜜鸟
9162,Cinnyris asiaticus,"PAL, OR",PASSERIFORMES,Nectariniidae,紫色花蜜鸟
9163,Cinnyris jugularis,"OR, AU",PASSERIFORMES,Nectariniidae,黄腹花蜜鸟
9164,Cinnyris buettikoferi,AU,PASSERIFORMES,Nectariniidae,松岛花蜜鸟
9165,Cinnyris solaris,AU,PASSERIFORMES,Nectariniidae,帝汶花蜜鸟
9166,Cinnyris sovimanga,AF,PASSERIFORMES,Nectariniidae,斯韦花蜜鸟
9167,Cinnyris notatus,AF,PASSERIFORMES,Nectariniidae,马岛花蜜鸟
9168,Cinnyris dussumieri,IO,PASSERIFORMES,Nectariniidae,塞舌尔花蜜鸟
9169,Cinnyris humbloti,AF,PASSERIFORMES,Nectariniidae,洪氏花蜜鸟
9170,Cinnyris comorensis,AF,PASSERIFORMES,Nectariniidae,昂岛花蜜鸟
9171,Cinnyris coquerellii,AF,PASSERIFORMES,Nectariniidae,马约岛花蜜鸟
9172,Cinnyris lotenius,OR,PASSERIFORMES,Nectariniidae,罗氏花蜜鸟
9173,Aethopyga primigenia,OR,PASSERIFORMES,Nectariniidae,哈氏太阳鸟
9174,Aethopyga boltoni,OR,PASSERIFORMES,Nectariniidae,阿波太阳鸟
9175,Aethopyga linaraborae,OR,PASSERIFORMES,Nectariniidae,林氏太阳鸟
9176,Aethopyga flagrans,OR,PASSERIFORMES,Nectariniidae,火红太阳鸟
9177,Aethopyga guimarasensis,OR,PASSERIFORMES,Nectariniidae,栗颈太阳鸟
9178,Aethopyga pulcherrima,OR,PASSERIFORMES,Nectariniidae,山太阳鸟
9179,Aethopyga jefferyi,OR,PASSERIFORMES,Nectariniidae,吕宋太阳鸟
9180,Aethopyga decorosa,OR,PASSERIFORMES,Nectariniidae,保岛太阳鸟
9181,Aethopyga duyvenbodei,AU,PASSERIFORMES,Nectariniidae,亮丽太阳鸟
9182,Aethopyga shelleyi,OR,PASSERIFORMES,Nectariniidae,丽色太阳鸟
9183,Aethopyga bella,OR,PASSERIFORMES,Nectariniidae,秀丽太阳鸟
9184,Aethopyga gouldiae,OR,PASSERIFORMES,Nectariniidae,蓝喉太阳鸟
9185,Aethopyga nipalensis,OR,PASSERIFORMES,Nectariniidae,绿喉太阳鸟
9186,Aethopyga eximia,OR,PASSERIFORMES,Nectariniidae,白胁太阳鸟
9187,Aethopyga christinae,OR,PASSERIFORMES,Nectariniidae,叉尾太阳鸟
9188,Aethopyga saturata,OR,PASSERIFORMES,Nectariniidae,黑胸太阳鸟
9189,Aethopyga siparaja,"OR, AU",PASSERIFORMES,Nectariniidae,黄腰太阳鸟
9190,Aethopyga magnifica,OR,PASSERIFORMES,Nectariniidae,华丽太阳鸟
9191,Aethopyga vigorsii,OR,PASSERIFORMES,Nectariniidae,猩红太阳鸟
9192,Aethopyga mystacalis,OR,PASSERIFORMES,Nectariniidae,赤红太阳鸟
9193,Aethopyga temminckii,OR,PASSERIFORMES,Nectariniidae,特氏太阳鸟
9194,Aethopyga ignicauda,OR,PASSERIFORMES,Nectariniidae,火尾太阳鸟
9195,Kurochkinegramma hypogrammicum,OR,PASSERIFORMES,Nectariniidae,蓝枕花蜜鸟
9196,Arachnothera longirostra,OR,PASSERIFORMES,Nectariniidae,长嘴捕蛛鸟
9197,Arachnothera flammifera,OR,PASSERIFORMES,Nectariniidae,橙胁捕蛛鸟
9198,Arachnothera dilutior,OR,PASSERIFORMES,Nectariniidae,巴拉望捕蛛鸟
9199,Arachnothera crassirostris,OR,PASSERIFORMES,Nectariniidae,厚嘴捕蛛鸟
9200,Arachnothera robusta,OR,PASSERIFORMES,Nectariniidae,纹胸捕蛛鸟
9201,Arachnothera flavigaster,OR,PASSERIFORMES,Nectariniidae,大黄耳捕蛛鸟
9202,Arachnothera chrysogenys,OR,PASSERIFORMES,Nectariniidae,小黄耳捕蛛鸟
9203,Arachnothera clarae,OR,PASSERIFORMES,Nectariniidae,裸脸捕蛛鸟
9204,Arachnothera modesta,OR,PASSERIFORMES,Nectariniidae,灰胸捕蛛鸟
9205,Arachnothera affinis,OR,PASSERIFORMES,Nectariniidae,细纹灰胸捕蛛鸟
9206,Arachnothera everetti,OR,PASSERIFORMES,Nectariniidae,婆罗洲捕蛛鸟
9207,Arachnothera magna,OR,PASSERIFORMES,Nectariniidae,纹背捕蛛鸟
9208,Arachnothera juliae,OR,PASSERIFORMES,Nectariniidae,怀氏捕蛛鸟
9209,Hypocryptadius cinnamomeus,OR,PASSERIFORMES,Passeridae,桂红绣眼雀
9210,Carpospiza brachydactyla,PAL,PASSERIFORMES,Passeridae,淡色石雀
9211,Petronia petronia,PAL,PASSERIFORMES,Passeridae,石雀
9212,Onychostruthus taczanowskii,PAL,PASSERIFORMES,Passeridae,白腰雪雀
9213,Montifringilla henrici,PAL,PASSERIFORMES,Passeridae,藏雪雀
9214,Montifringilla nivalis,PAL,PASSERIFORMES,Passeridae,白斑翅雪雀
9215,Montifringilla adamsi,PAL,PASSERIFORMES,Passeridae,褐翅雪雀
9216,Pyrgilauda theresae,PAL,PASSERIFORMES,Passeridae,阿富汗雪雀
9217,Pyrgilauda ruficollis,PAL,PASSERIFORMES,Passeridae,棕颈雪雀
9218,Pyrgilauda davidiana,PAL,PASSERIFORMES,Passeridae,黑喉雪雀
9219,Pyrgilauda blanfordi,PAL,PASSERIFORMES,Passeridae,棕背雪雀
9220,Gymnoris pyrgita,AF,PASSERIFORMES,Passeridae,黄斑石雀
9221,Gymnoris superciliaris,AF,PASSERIFORMES,Passeridae,黄喉石雀
9222,Gymnoris dentata,AF,PASSERIFORMES,Passeridae,小石雀
9223,Gymnoris xanthocollis,"PAL, OR",PASSERIFORMES,Passeridae,栗肩石雀
9224,Passer melanurus,AF,PASSERIFORMES,Passeridae,南非麻雀
9225,Passer eminibey,AF,PASSERIFORMES,Passeridae,栗麻雀
9226,Passer cordofanicus,AF,PASSERIFORMES,Passeridae,苏丹麻雀
9227,Passer shelleyi,AF,PASSERIFORMES,Passeridae,白尼罗河麻雀
9228,Passer rufocinctus,AF,PASSERIFORMES,Passeridae,肯尼亚麻雀
9229,Passer motitensis,AF,PASSERIFORMES,Passeridae,棕麻雀
9230,Passer griseus,AF,PASSERIFORMES,Passeridae,灰头麻雀
9231,Passer swainsonii,AF,PASSERIFORMES,Passeridae,斯氏麻雀
9232,Passer suahelicus,AF,PASSERIFORMES,Passeridae,东非麻雀
9233,Passer gongonensis,AF,PASSERIFORMES,Passeridae,鹦嘴麻雀
9234,Passer diffusus,AF,PASSERIFORMES,Passeridae,南非灰头麻雀
9235,Passer pyrrhonotus,OR,PASSERIFORMES,Passeridae,丛林麻雀
9236,Passer cinnamomeus,"PAL, OR",PASSERIFORMES,Passeridae,山麻雀
9237,Passer montanus,"PAL, OR",PASSERIFORMES,Passeridae,麻雀
9238,Passer ammodendri,PAL,PASSERIFORMES,Passeridae,黑顶麻雀
9239,Passer flaveolus,OR,PASSERIFORMES,Passeridae,黄腹麻雀
9240,Passer hemileucus,AF,PASSERIFORMES,Passeridae,阿岛麻雀
9241,Passer insularis,AF,PASSERIFORMES,Passeridae,索岛麻雀
9242,Passer hispaniolensis,PAL,PASSERIFORMES,Passeridae,黑胸麻雀
9243,Passer italiae,PAL,PASSERIFORMES,Passeridae,意大利麻雀
9244,Passer domesticus,"PAL, OR, AF",PASSERIFORMES,Passeridae,家麻雀
9245,Passer castanopterus,AF,PASSERIFORMES,Passeridae,索马里麻雀
9246,Passer iagoensis,AF,PASSERIFORMES,Passeridae,棕背麻雀
9247,Passer simplex,AF,PASSERIFORMES,Passeridae,荒漠麻雀
9248,Passer zarudnyi,PAL,PASSERIFORMES,Passeridae,灰麻雀
9249,Passer euchlorus,"AF, PAL",PASSERIFORMES,Passeridae,阿拉伯金麻雀
9250,Passer luteus,AF,PASSERIFORMES,Passeridae,金麻雀
9251,Passer moabiticus,PAL,PASSERIFORMES,Passeridae,死海麻雀
9252,Bubalornis albirostris,AF,PASSERIFORMES,Ploceidae,白嘴牛文鸟
9253,Bubalornis niger,AF,PASSERIFORMES,Ploceidae,红嘴牛文鸟
9254,Dinemellia dinemelli,AF,PASSERIFORMES,Ploceidae,白头牛文鸟
9255,Plocepasser mahali,AF,PASSERIFORMES,Ploceidae,白眉织雀
9256,Plocepasser superciliosus,AF,PASSERIFORMES,Ploceidae,栗顶织雀
9257,Plocepasser donaldsoni,AF,PASSERIFORMES,Ploceidae,肯尼亚织雀
9258,Plocepasser rufoscapulatus,AF,PASSERIFORMES,Ploceidae,栗背织雀
9259,Histurgops ruficauda,AF,PASSERIFORMES,Ploceidae,棕尾织雀
9260,Pseudonigrita arnaudi,AF,PASSERIFORMES,Ploceidae,灰头群织雀
9261,Pseudonigrita cabanisi,AF,PASSERIFORMES,Ploceidae,黑头群织雀
9262,Philetairus socius,AF,PASSERIFORMES,Ploceidae,群织雀
9263,Sporopipes squamifrons,AF,PASSERIFORMES,Ploceidae,鳞额编织雀
9264,Sporopipes frontalis,AF,PASSERIFORMES,Ploceidae,点额织雀
9265,Amblyospiza albifrons,AF,PASSERIFORMES,Ploceidae,厚嘴织雀
9266,Ploceus baglafecht,AF,PASSERIFORMES,Ploceidae,黄腹织雀
9267,Ploceus bannermani,AF,PASSERIFORMES,Ploceidae,黑脸黄腹织雀
9268,Ploceus batesi,AF,PASSERIFORMES,Ploceidae,白喉黄腹织雀
9269,Ploceus nigrimentus,AF,PASSERIFORMES,Ploceidae,黑颏织雀
9270,Ploceus bertrandi,AF,PASSERIFORMES,Ploceidae,伯氏织雀
9271,Ploceus pelzelni,AF,PASSERIFORMES,Ploceidae,细嘴织雀
9272,Ploceus subpersonatus,AF,PASSERIFORMES,Ploceidae,西非金织雀
9273,Ploceus luteolus,AF,PASSERIFORMES,Ploceidae,小织雀
9274,Ploceus ocularis,AF,PASSERIFORMES,Ploceidae,眼斑织雀
9275,Ploceus brachypterus,AF,PASSERIFORMES,Ploceidae,绿枕织雀
9276,Ploceus nigricollis,AF,PASSERIFORMES,Ploceidae,黑颈织雀
9277,Ploceus alienus,AF,PASSERIFORMES,Ploceidae,黑头栗斑织雀
9278,Ploceus melanogaster,AF,PASSERIFORMES,Ploceidae,黑腹山织雀
9279,Ploceus capensis,AF,PASSERIFORMES,Ploceidae,南非织雀
9280,Ploceus temporalis,AF,PASSERIFORMES,Ploceidae,安哥拉织雀
9281,Ploceus subaureus,AF,PASSERIFORMES,Ploceidae,东非织巢鸟
9282,Ploceus xanthops,AF,PASSERIFORMES,Ploceidae,大金织雀
9283,Ploceus aurantius,AF,PASSERIFORMES,Ploceidae,橙色织雀
9284,Ploceus heuglini,AF,PASSERIFORMES,Ploceidae,绿腰织雀
9285,Ploceus bojeri,AF,PASSERIFORMES,Ploceidae,橙头织巢鸟
9286,Ploceus castaneiceps,AF,PASSERIFORMES,Ploceidae,栗头金织雀
9287,Ploceus princeps,AF,PASSERIFORMES,Ploceidae,普岛金织雀
9288,Ploceus castanops,AF,PASSERIFORMES,Ploceidae,北非褐喉织雀
9289,Ploceus xanthopterus,AF,PASSERIFORMES,Ploceidae,褐喉金织雀
9290,Ploceus holoxanthus,AF,PASSERIFORMES,Ploceidae,鲁武织巢鸟
9291,Ploceus burnieri,AF,PASSERIFORMES,Ploceidae,凯隆织雀
9292,Ploceus galbula,AF,PASSERIFORMES,Ploceidae,栗脸织雀
9293,Ploceus taeniopterus,AF,PASSERIFORMES,Ploceidae,北非黑脸织雀
9294,Ploceus intermedius,AF,PASSERIFORMES,Ploceidae,黑脸织雀
9295,Ploceus velatus,AF,PASSERIFORMES,Ploceidae,黑额织雀
9296,Ploceus katangae,AF,PASSERIFORMES,Ploceidae,赞比亚黑额织雀
9297,Ploceus ruweti,AF,PASSERIFORMES,Ploceidae,刚果黑额织雀
9298,Ploceus reichardi,AF,PASSERIFORMES,Ploceidae,坦桑黑脸织雀
9299,Ploceus vitellinus,AF,PASSERIFORMES,Ploceidae,赤道黑额织雀
9300,Ploceus spekei,AF,PASSERIFORMES,Ploceidae,斯氏织雀
9301,Ploceus spekeoides,AF,PASSERIFORMES,Ploceidae,乌干达织雀
9302,Ploceus cucullatus,AF,PASSERIFORMES,Ploceidae,黑头织雀
9303,Ploceus grandis,AF,PASSERIFORMES,Ploceidae,大织雀
9304,Ploceus castaneofuscus,AF,PASSERIFORMES,Ploceidae,栗黑织雀
9305,Ploceus nigerrimus,AF,PASSERIFORMES,Ploceidae,大黑织雀
9306,Ploceus weynsi,AF,PASSERIFORMES,Ploceidae,韦氏织雀
9307,Ploceus golandi,AF,PASSERIFORMES,Ploceidae,克氏织雀
9308,Ploceus dichrocephalus,AF,PASSERIFORMES,Ploceidae,萨氏织雀
9309,Ploceus melanocephalus,AF,PASSERIFORMES,Ploceidae,黑头黄背织雀
9310,Ploceus jacksoni,AF,PASSERIFORMES,Ploceidae,苏丹金背织雀
9311,Ploceus badius,AF,PASSERIFORMES,Ploceidae,桂红织雀
9312,Ploceus rubiginosus,AF,PASSERIFORMES,Ploceidae,栗织雀
9313,Ploceus aureonucha,AF,PASSERIFORMES,Ploceidae,金枕织雀
9314,Ploceus tricolor,AF,PASSERIFORMES,Ploceidae,黄肩织雀
9315,Ploceus albinucha,AF,PASSERIFORMES,Ploceidae,白枕黑织雀
9316,Ploceus nelicourvi,AF,PASSERIFORMES,Ploceidae,纳利织雀
9317,Ploceus sakalava,AF,PASSERIFORMES,Ploceidae,萨卡织雀
9318,Ploceus hypoxanthus,OR,PASSERIFORMES,Ploceidae,亚洲金织雀
9319,Ploceus superciliosus,AF,PASSERIFORMES,Ploceidae,褐翅织雀
9320,Ploceus benghalensis,OR,PASSERIFORMES,Ploceidae,黑胸织雀
9321,Ploceus manyar,OR,PASSERIFORMES,Ploceidae,纹胸织雀
