,IOC,Breeding Range,Order,Family,Danish
10058,Agelaioides badius,SA,PASSERIFORMES,Icteridae,Brunvinget Kostær
10059,Agelaioides fringillarius,SA,PASSERIFORMES,Icteridae,Lys Kostær
10060,Agelasticus thilius,SA,PASSERIFORMES,Icteridae,Gulvinget Stærling
10061,Agelasticus xanthophthalmus,SA,PASSERIFORMES,Icteridae,Guløjet Stærling
10062,Agelasticus cyanopus,SA,PASSERIFORMES,Icteridae,Ensfarvet Stærling
10063,Chrysomus ruficapillus,SA,PASSERIFORMES,Icteridae,Rødkronet Stærling
10064,Chrysomus icterocephalus,SA,PASSERIFORMES,Icteridae,Gulhættet Stærling
10065,Xanthopsar flavus,SA,PASSERIFORMES,Icteridae,Gul Stærling
10066,Pseudoleistes virescens,SA,PASSERIFORMES,Icteridae,Brungul Sumpstær
10067,Pseudoleistes guirahuro,SA,PASSERIFORMES,Icteridae,Gulgumpet Sumpstær
10068,Oreothlypis superciliosa,MA,PASSERIFORMES,Parulidae,Hvidbrynet Parula
10069,Oreothlypis gutturalis,MA,PASSERIFORMES,Parulidae,Flammestrubet Parula
10070,Leiothlypis luciae,"NA, MA",PASSERIFORMES,Parulidae,Rødgumpet Sanger
10071,Geothlypis poliocephala,MA,PASSERIFORMES,Parulidae,Gråkronet Gulstrube
10072,Geothlypis aequinoctialis,SA,PASSERIFORMES,Parulidae,Maskegulstrube
10073,Geothlypis chiriquensis,MA,PASSERIFORMES,Parulidae,Chiriquígulstrube
10074,Geothlypis auricularis,SA,PASSERIFORMES,Parulidae,Sorttøjlet Gulstrube
10075,Geothlypis velata,SA,PASSERIFORMES,Parulidae,Sydlig Guldstrube
10076,Geothlypis semiflava,"MA, SA",PASSERIFORMES,Parulidae,Olivenkronet Gulstrube
10077,Geothlypis speciosa,MA,PASSERIFORMES,Parulidae,Sorthovedet Gulstrube
10078,Geothlypis beldingi,MA,PASSERIFORMES,Parulidae,Beldinggulstrube
10079,Geothlypis flavovelata,MA,PASSERIFORMES,Parulidae,Altamiragulstrube
10080,Geothlypis trichas,"NA, MA",PASSERIFORMES,Parulidae,Gulstrube
10081,Geothlypis nelsoni,MA,PASSERIFORMES,Parulidae,Højlandsgulstrube
10082,Setophaga pitiayumi,"MA, SA",PASSERIFORMES,Parulidae,Olivenrygget Parula
10083,Setophaga aestiva,"NA, MA",PASSERIFORMES,Parulidae,Gul Sanger
10084,Setophaga petechia,"NA, MA, SA",PASSERIFORMES,Parulidae,Gul Sanger
10085,Setophaga auduboni,"NA, MA",PASSERIFORMES,Parulidae,Gulstrubet Myrtesanger
10086,Setophaga goldmani,MA,PASSERIFORMES,Parulidae,Guatemala Myrtesanger
10087,Myiothlypis luteoviridis,SA,PASSERIFORMES,Parulidae,Gulgrøn Tangarsanger
10088,Myiothlypis basilica,SA,PASSERIFORMES,Parulidae,Santa Marta-tangarsanger
10089,Myiothlypis leucophrys,SA,PASSERIFORMES,Parulidae,Hvidbrynet Tangarsanger
10090,Myiothlypis flaveola,SA,PASSERIFORMES,Parulidae,Orangebenet Tangarsanger
10091,Myiothlypis leucoblephara,SA,PASSERIFORMES,Parulidae,Gråbrystet Tangarsanger
10092,Myiothlypis signata,SA,PASSERIFORMES,Parulidae,Lysbenet Tangarsanger
10093,Myiothlypis nigrocristata,SA,PASSERIFORMES,Parulidae,Sortkronet Tangarsanger
10094,Myiothlypis fulvicauda,"MA, SA",PASSERIFORMES,Parulidae,Vandtangarsanger
10095,Myiothlypis rivularis,SA,PASSERIFORMES,Parulidae,Flodtangarsanger
10096,Myiothlypis bivittata,SA,PASSERIFORMES,Parulidae,Tobåndet Tangarsanger
10097,Myiothlypis roraimae,SA,PASSERIFORMES,Parulidae,Roraimatangarsanger
10098,Myiothlypis chrysogaster,SA,PASSERIFORMES,Parulidae,Gyldenbuget Tangarsanger
10099,Myiothlypis chlorophrys,SA,PASSERIFORMES,Parulidae,Chocótangarsanger
10100,Myiothlypis conspicillata,SA,PASSERIFORMES,Parulidae,Hvidmasket Tangarsanger
10101,Myiothlypis cinereicollis,SA,PASSERIFORMES,Parulidae,Gråstrubet Tangarsanger
10102,Myiothlypis fraseri,SA,PASSERIFORMES,Parulidae,Guldisset Tangarsanger
10103,Myiothlypis coronata,SA,PASSERIFORMES,Parulidae,Rustkronet Tangarsanger
10104,Myiothlypis griseiceps,SA,PASSERIFORMES,Parulidae,Gråhovedet Tangarsanger
10105,Basileuterus lachrymosus,MA,PASSERIFORMES,Parulidae,Viftehalesanger
10106,Basileuterus rufifrons,MA,PASSERIFORMES,Parulidae,Brunkronet Tangarsanger
10107,Basileuterus delattrii,"MA, SA",PASSERIFORMES,Parulidae,Kastanjekappet Tangarsanger
10108,Basileuterus melanogenys,MA,PASSERIFORMES,Parulidae,Sortkindet Tangarsanger
10109,Basileuterus ignotus,"MA, SA",PASSERIFORMES,Parulidae,Pirretangarsanger
10110,Basileuterus belli,MA,PASSERIFORMES,Parulidae,Guldbrynet Tangarsanger
10111,Basileuterus culicivorus,"MA, SA",PASSERIFORMES,Parulidae,Gyldenkronet Tangarsanger
10112,Basileuterus melanotis,MA,PASSERIFORMES,Parulidae,Black-eared Warbler
10113,Basileuterus tacarcunae,"MA, SA",PASSERIFORMES,Parulidae,Tacarcuna Warbler
10114,Basileuterus trifasciatus,SA,PASSERIFORMES,Parulidae,Trebåndet Tangarsanger
10115,Basileuterus punctipectus,SA,PASSERIFORMES,Parulidae,Yungas Warbler
10116,Basileuterus tristriatus,SA,PASSERIFORMES,Parulidae,Trestribet Tangarsanger
10117,Cardellina rubrifrons,"NA, MA",PASSERIFORMES,Parulidae,Rødmaske
10118,Cardellina rubra,MA,PASSERIFORMES,Parulidae,Hvidøret Rødsanger
10119,Cardellina versicolor,MA,PASSERIFORMES,Parulidae,Rosenhovedet Rødsanger
10120,Myioborus pictus,"NA, MA",PASSERIFORMES,Parulidae,Hvidvinget Hvidstjert
10121,Myioborus miniatus,"MA, SA",PASSERIFORMES,Parulidae,Rødbuget Hvidstjert
10122,Myioborus brunniceps,SA,PASSERIFORMES,Parulidae,Brunisset Hvidstjert
10123,Myioborus flavivertex,SA,PASSERIFORMES,Parulidae,Gulkronet Hvidstjert
10124,Myioborus albifrons,SA,PASSERIFORMES,Parulidae,Hvidtøjlet Hvidstjert
10125,Myioborus ornatus,SA,PASSERIFORMES,Parulidae,Pragthvidstjert
10126,Myioborus melanocephalus,SA,PASSERIFORMES,Parulidae,Brillehvidstjert
10127,Myioborus torquatus,MA,PASSERIFORMES,Parulidae,Halsbåndshvidstjert
10128,Myioborus pariae,SA,PASSERIFORMES,Parulidae,Pariahvidstjert
10129,Myioborus albifacies,SA,PASSERIFORMES,Parulidae,Hvidmasket Hvidstjert
10130,Myioborus cardonai,SA,PASSERIFORMES,Parulidae,Safranbuget Hvidstjert
10131,Myioborus castaneocapilla,SA,PASSERIFORMES,Parulidae,Tepuíhvidstjert
10132,Mitrospingus cassinii,"MA, SA",PASSERIFORMES,Mitrospingidae,Sortmasket Tangar
10133,Mitrospingus oleagineus,SA,PASSERIFORMES,Mitrospingidae,Gråmasket Tangar
10134,Orthogonys chloricterus,SA,PASSERIFORMES,Mitrospingidae,Olivengrøn Tangar
10135,Lamprospiza melanoleuca,SA,PASSERIFORMES,Mitrospingidae,Rødnæbbet Tangar
10136,Piranga bidentata,MA,PASSERIFORMES,Cardinalidae,Pletvinget Ildtangar
10137,Piranga lutea,"MA, SA",PASSERIFORMES,Cardinalidae,Højlandsildtangar
10138,Piranga flava,SA,PASSERIFORMES,Cardinalidae,Ildtangar
10139,Piranga hepatica,"NA, MA",PASSERIFORMES,Cardinalidae,Nordlig Ildtangar
10140,Piranga rubra,"NA, MA",PASSERIFORMES,Cardinalidae,Sommertangar
10141,Piranga roseogularis,MA,PASSERIFORMES,Cardinalidae,Rosentangar
10142,Piranga leucoptera,"MA, SA",PASSERIFORMES,Cardinalidae,Hvidbåndet Ildtangar
10143,Piranga erythrocephala,MA,PASSERIFORMES,Cardinalidae,Rødhovedet Ildtangar
10144,Piranga rubriceps,SA,PASSERIFORMES,Cardinalidae,Gulskuldret Ildtangar
10145,Habia rubica,"MA, SA",PASSERIFORMES,Cardinalidae,Rødkronet Habia
10146,Habia fuscicauda,"MA, SA",PASSERIFORMES,Cardinalidae,Rødstrubet Habia
10147,Habia atrimaxillaris,MA,PASSERIFORMES,Cardinalidae,Sortkindet Habia
10148,Habia gutturalis,SA,PASSERIFORMES,Cardinalidae,Sodfarvet Habia
10149,Habia cristata,SA,PASSERIFORMES,Cardinalidae,Habia
10150,Chlorothraupis carmioli,"MA, SA",PASSERIFORMES,Cardinalidae,Gulstrubet Oliventangar
10151,Chlorothraupis frenata,SA,PASSERIFORMES,Cardinalidae,Grønrygget Oliventangar
10152,Chlorothraupis olivacea,"MA, SA",PASSERIFORMES,Cardinalidae,Brilletangar
10153,Chlorothraupis stolzmanni,SA,PASSERIFORMES,Cardinalidae,Okkerbrystet Oliventangar
10154,Pheucticus chrysopeplus,MA,PASSERIFORMES,Cardinalidae,Gul Kernebider
10155,Pheucticus tibialis,MA,PASSERIFORMES,Cardinalidae,Sortlåret Kernebider
10156,Pheucticus chrysogaster,SA,PASSERIFORMES,Cardinalidae,Gulbuget Kernebider
10157,Pheucticus aureoventris,SA,PASSERIFORMES,Cardinalidae,Sortrygget Kernebider
10158,Granatellus venustus,MA,PASSERIFORMES,Cardinalidae,Rødbrystet Skjoldsanger
10159,Granatellus sallaei,MA,PASSERIFORMES,Cardinalidae,Gråstrubet Skjoldsanger
10160,Granatellus pelzelni,SA,PASSERIFORMES,Cardinalidae,Rosenbrystet Drosselsanger
10161,Cardinalis cardinalis,"NA, MA",PASSERIFORMES,Cardinalidae,Rød Kardinal
10162,Cardinalis phoeniceus,SA,PASSERIFORMES,Cardinalidae,Purpurkardinal
10163,Cardinalis sinuatus,"NA, MA",PASSERIFORMES,Cardinalidae,Arizonakardinal
10164,Caryothraustes poliogaster,MA,PASSERIFORMES,Cardinalidae,Sortmasket Kernebider
10165,Caryothraustes canadensis,SA,PASSERIFORMES,Cardinalidae,Grøn Kernebider
10166,Periporphyrus celaeno,MA,PASSERIFORMES,Cardinalidae,Rødbuget Kernebider
10167,Periporphyrus erythromelas,SA,PASSERIFORMES,Cardinalidae,Rød Kernebider
10168,Amaurospiza concolor,MA,PASSERIFORMES,Cardinalidae,Blå Frøfinke
10169,Amaurospiza aequatorialis,SA,PASSERIFORMES,Cardinalidae,Ecuadorian Seedeater
10170,Amaurospiza moesta,SA,PASSERIFORMES,Cardinalidae,Blåsort Frøfinke
10171,Amaurospiza carrizalensis,SA,PASSERIFORMES,Cardinalidae,Carrizalfrøfinke
10172,Spiza americana,"NA, MA, SA",PASSERIFORMES,Cardinalidae,Dicksissel
10173,Cyanoloxia glaucocaerulea,SA,PASSERIFORMES,Cardinalidae,Indigokernebider
10174,Cyanoloxia cyanoides,"MA, SA",PASSERIFORMES,Cardinalidae,Cyankernebider
10175,Cyanoloxia rothschildii,SA,PASSERIFORMES,Cardinalidae,Amazonian Grosbeak
10176,Cyanoloxia brissonii,SA,PASSERIFORMES,Cardinalidae,Ultramarinkernebider
10177,Cyanocompsa parellina,MA,PASSERIFORMES,Cardinalidae,Blå Kernebider
10178,Passerina caerulea,"NA, MA",PASSERIFORMES,Cardinalidae,Koboltkernebider
10179,Passerina amoena,"NA, MA",PASSERIFORMES,Cardinalidae,Lazulifinke
10180,Passerina versicolor,"NA, MA",PASSERIFORMES,Cardinalidae,Mangefarvet Finke
10181,Passerina ciris,"NA, MA",PASSERIFORMES,Cardinalidae,Pavefinke
10182,Passerina rositae,MA,PASSERIFORMES,Cardinalidae,Rosenbrystet Finke
10183,Passerina leclancherii,MA,PASSERIFORMES,Cardinalidae,Orangeblå Finke
10184,Catamblyrhynchus diadema,SA,PASSERIFORMES,Thraupidae,Diademfinke
10185,Charitospiza eucosma,SA,PASSERIFORMES,Thraupidae,Hvidkindet Topfinke
10186,Orchesticus abeillei,SA,PASSERIFORMES,Thraupidae,Bruntangar
10187,Parkerthraustes humeralis,SA,PASSERIFORMES,Thraupidae,Gulskuldret Kernebider
10188,Nemosia pileata,SA,PASSERIFORMES,Thraupidae,Hvidtøjlet Tangar
10189,Nemosia rourei,SA,PASSERIFORMES,Thraupidae,Rubinstrubet Tangar
10190,Cyanicterus cyanicterus,SA,PASSERIFORMES,Thraupidae,Krumnæbstangar
10191,Sericossypha albocristata,SA,PASSERIFORMES,Thraupidae,Kronetangar
10192,Compsothraupis loricata,SA,PASSERIFORMES,Thraupidae,Rødbrystet Tangar
10193,Coryphaspiza melanotis,SA,PASSERIFORMES,Thraupidae,Sortmasket Finke
10194,Embernagra platensis,SA,PASSERIFORMES,Thraupidae,Pampasfinke
10195,Embernagra longicauda,SA,PASSERIFORMES,Thraupidae,Lysstrubet Pampasfinke
10196,Emberizoides ypiranganus,SA,PASSERIFORMES,Thraupidae,Gråkindet Græsfinke
10197,Emberizoides herbicola,"MA, SA",PASSERIFORMES,Thraupidae,Kilehalet Finke
10198,Emberizoides duidae,SA,PASSERIFORMES,Thraupidae,Duidagræsfinke
10199,Incaspiza pulchra,SA,PASSERIFORMES,Thraupidae,Finch Inkafinke
10200,Incaspiza personata,SA,PASSERIFORMES,Thraupidae,Brunrygget Inkafinke
10201,Incaspiza ortizi,SA,PASSERIFORMES,Thraupidae,Gråvinget Inkafinke
10202,Incaspiza laeta,SA,PASSERIFORMES,Thraupidae,Finch Skæginkafinke
10203,Incaspiza watkinsi,SA,PASSERIFORMES,Thraupidae,Finch Dværginkafinke
10204,Rhopospina fruticeti,SA,PASSERIFORMES,Thraupidae,Sørgeandesfinke
10205,Rhopospina caerulescens,SA,PASSERIFORMES,Thraupidae,Gulnæbbet Finke
10206,Rhopospina alaudina,SA,PASSERIFORMES,Thraupidae,Sortmasket Andesfinke
10207,Rhopospina carbonaria,SA,PASSERIFORMES,Thraupidae,Sortbrystet Andesfinke
10208,Chlorophanes spiza,"MA, SA",PASSERIFORMES,Thraupidae,Sorthovedet Honningsuger
10209,Iridophanes pulcherrimus,SA,PASSERIFORMES,Thraupidae,Halsbåndstangar
10210,Chrysothlypis salmoni,SA,PASSERIFORMES,Thraupidae,Rødhvid Tangar
10211,Chrysothlypis chrysomelas,MA,PASSERIFORMES,Thraupidae,Sortgul Tangar
10212,Heterospingus rubrifrons,MA,PASSERIFORMES,Thraupidae,Gulrygget Tangar
10213,Heterospingus xanthopygius,"MA, SA",PASSERIFORMES,Thraupidae,Rødbrynet Tangar
10214,Hemithraupis flavicollis,"MA, SA",PASSERIFORMES,Thraupidae,Gulhalset Tangar
10215,Hemithraupis guira,SA,PASSERIFORMES,Thraupidae,Guiratangar
10216,Hemithraupis ruficapilla,SA,PASSERIFORMES,Thraupidae,Gråflanket Tangar
10217,Tersina viridis,"MA, SA",PASSERIFORMES,Thraupidae,Svaletangar
10218,Cyanerpes caeruleus,"MA, SA",PASSERIFORMES,Thraupidae,Purpurhonningsuger
10219,Cyanerpes cyaneus,"MA, SA",PASSERIFORMES,Thraupidae,Rødbenet Honningsuger
10220,Cyanerpes nitidus,SA,PASSERIFORMES,Thraupidae,Kortnæbbet Honningsuger
10221,Cyanerpes lucidus,"MA, SA",PASSERIFORMES,Thraupidae,Gulbenet Honningsuger
10222,Dacnis berlepschi,SA,PASSERIFORMES,Thraupidae,Trefarvet Sukkerfugl
10223,Dacnis venusta,"MA, SA",PASSERIFORMES,Thraupidae,Sortbuget Sukkerfugl
10224,Dacnis cayana,"MA, SA",PASSERIFORMES,Thraupidae,Blå Sukkerfugl
10225,Dacnis flaviventer,SA,PASSERIFORMES,Thraupidae,Gul Sukkerfugl
10226,Dacnis hartlaubi,SA,PASSERIFORMES,Thraupidae,Sorthaget Sukkerfugl
10227,Dacnis lineata,SA,PASSERIFORMES,Thraupidae,Turkissukkerfugl
10228,Dacnis egregia,SA,PASSERIFORMES,Thraupidae,Gulbuget Sukkerfugl
10229,Dacnis viguieri,"MA, SA",PASSERIFORMES,Thraupidae,Blågrøn Sukkerfugl
10230,Dacnis nigripes,SA,PASSERIFORMES,Thraupidae,Riosukkerfugl
10231,Dacnis albiventris,SA,PASSERIFORMES,Thraupidae,Hvidbuget Sukkerfugl
10232,Saltatricula multicolor,SA,PASSERIFORMES,Thraupidae,Chacofinke
10233,Saltatricula atricollis,SA,PASSERIFORMES,Thraupidae,Sortstrubet Saltator
10234,Saltator orenocensis,SA,PASSERIFORMES,Thraupidae,Orinocosaltator
10235,Saltator similis,SA,PASSERIFORMES,Thraupidae,Grønvinget Saltator
10236,Saltator grandis,MA,PASSERIFORMES,Thraupidae,Kæmpesaltator
10237,Saltator olivascens,SA,PASSERIFORMES,Thraupidae,Olive-grey Saltator
10238,Saltator coerulescens,SA,PASSERIFORMES,Thraupidae,Grå Saltator
10239,Saltator striatipectus,"MA, SA",PASSERIFORMES,Thraupidae,Stribet Saltator
10240,Saltator maximus,"MA, SA",PASSERIFORMES,Thraupidae,Brunstrubet Saltator
10241,Saltator atripennis,SA,PASSERIFORMES,Thraupidae,Sortvinget Saltator
10242,Saltator atriceps,MA,PASSERIFORMES,Thraupidae,Sorthovedet Saltator
10243,Saltator nigriceps,SA,PASSERIFORMES,Thraupidae,Hættesaltator
10244,Saltator fuliginosus,SA,PASSERIFORMES,Thraupidae,Rødnæbbet Kernebider
10245,Saltator grossus,"MA, SA",PASSERIFORMES,Thraupidae,Hvidstrubet Kernebider
10246,Saltator cinctus,SA,PASSERIFORMES,Thraupidae,Maskesaltator
10247,Saltator maxillosus,SA,PASSERIFORMES,Thraupidae,Tyknæbssaltator
10248,Saltator aurantiirostris,SA,PASSERIFORMES,Thraupidae,Gulnæbbet Saltator
10249,Coereba flaveola,"MA, SA",PASSERIFORMES,Thraupidae,Banansmutte
10250,Tiaris olivaceus,"NA, MA, SA",PASSERIFORMES,Thraupidae,Stor Cubafinke
10251,Melanospiza bicolor,"NA, SA",PASSERIFORMES,Thraupidae,Jamaicafinke
10252,Asemospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Sort Græsfinke
10253,Asemospiza obscura,SA,PASSERIFORMES,Thraupidae,Brun Græsfinke
10254,Certhidea olivacea,SA,PASSERIFORMES,Thraupidae,Kantorfinke
10255,Certhidea fusca,SA,PASSERIFORMES,Thraupidae,Grå Kantorfinke
10256,Platyspiza crassirostris,SA,PASSERIFORMES,Thraupidae,Vegetarfinke
10257,Pinaroloxias inornata,MA,PASSERIFORMES,Thraupidae,Cocosfinke
10258,Camarhynchus heliobates,SA,PASSERIFORMES,Thraupidae,Mangrovefinke
10259,Camarhynchus pauper,SA,PASSERIFORMES,Thraupidae,Mellemgalapagosfinke
10260,Camarhynchus pallidus,SA,PASSERIFORMES,Thraupidae,Spættefinke
10261,Camarhynchus parvulus,SA,PASSERIFORMES,Thraupidae,Lille Galapagosfinke
10262,Camarhynchus psittacula,SA,PASSERIFORMES,Thraupidae,Stor Galapagosfinke
10263,Geospiza fuliginosa,SA,PASSERIFORMES,Thraupidae,Lille Darwinfinke
10264,Geospiza difficilis,SA,PASSERIFORMES,Thraupidae,Spidsnæbbet Darwinfinke
10265,Geospiza acutirostris,SA,PASSERIFORMES,Thraupidae,Genovesa Ground Finch
10266,Geospiza septentrionalis,SA,PASSERIFORMES,Thraupidae,Vampire Ground Finch
10267,Geospiza conirostris,SA,PASSERIFORMES,Thraupidae,Stor Kaktusfinke
10268,Geospiza propinqua,SA,PASSERIFORMES,Thraupidae,Genovesa Kaktusfinke
10269,Geospiza magnirostris,SA,PASSERIFORMES,Thraupidae,Stor Darwinfinke
10270,Geospiza scandens,SA,PASSERIFORMES,Thraupidae,Kaktusfinke
10271,Geospiza fortis,SA,PASSERIFORMES,Thraupidae,Mellemdarwinfinke
10272,Volatinia jacarina,"MA, SA",PASSERIFORMES,Thraupidae,Jakarinifinke
10273,Conothraupis speculigera,SA,PASSERIFORMES,Thraupidae,Grårygget Keglenæbstangar
10274,Conothraupis mesoleuca,SA,PASSERIFORMES,Thraupidae,Broget Keglenæbstangar
10275,Creurgops verticalis,SA,PASSERIFORMES,Thraupidae,Orangetoppet Tangar
10276,Creurgops dentatus,SA,PASSERIFORMES,Thraupidae,Blygrå Tangar
10277,Eucometis penicillata,"MA, SA",PASSERIFORMES,Thraupidae,Gråhovedet Tangar
10278,Trichothraupis melanops,SA,PASSERIFORMES,Thraupidae,Børstetangar
10279,Heliothraupis oneilli,SA,PASSERIFORMES,Thraupidae,Inti Tanager
10280,Loriotus cristatus,SA,PASSERIFORMES,Thraupidae,Rødtoppet Sorttangar
10281,Loriotus luctuosus,"MA, SA",PASSERIFORMES,Thraupidae,Hvidskuldret Sorttangar
10282,Loriotus rufiventer,SA,PASSERIFORMES,Thraupidae,Gultoppet Sorttangar
10283,Coryphospingus pileatus,SA,PASSERIFORMES,Thraupidae,Grå Kronfinke
10284,Coryphospingus cucullatus,SA,PASSERIFORMES,Thraupidae,Rød Kronfinke
10285,Tachyphonus surinamus,SA,PASSERIFORMES,Thraupidae,Okkertoppet Sorttangar
10286,Tachyphonus delatrii,"MA, SA",PASSERIFORMES,Thraupidae,Gyldentoppet Sorttangar
10287,Tachyphonus rufus,"MA, SA",PASSERIFORMES,Thraupidae,Sorttangar
10288,Tachyphonus phoenicius,SA,PASSERIFORMES,Thraupidae,Rødskuldret Sorttangar
10289,Tachyphonus coronatus,SA,PASSERIFORMES,Thraupidae,Rødkronet Sorttangar
10290,Rhodospingus cruentus,SA,PASSERIFORMES,Thraupidae,Purpurkronfinke
10291,Lanio versicolor,SA,PASSERIFORMES,Thraupidae,Hvidvinget Tandtangar
10292,Lanio fulvus,SA,PASSERIFORMES,Thraupidae,Rustbuget Tandtangar
10293,Lanio aurantius,MA,PASSERIFORMES,Thraupidae,Sortstrubet Tandtangar
10294,Lanio leucothorax,MA,PASSERIFORMES,Thraupidae,Piroltandtangar
10295,Ramphocelus sanguinolentus,MA,PASSERIFORMES,Thraupidae,Rødhalset Fløjlstangar
10296,Ramphocelus flammigerus,SA,PASSERIFORMES,Thraupidae,Flammerygget Fløjlstangar
10297,Ramphocelus icteronotus,"MA, SA",PASSERIFORMES,Thraupidae,Gulrygget Fløjlstangar
10298,Ramphocelus passerinii,MA,PASSERIFORMES,Thraupidae,Skarlagenrygget Fløjlstangar
10299,Ramphocelus bresilia,SA,PASSERIFORMES,Thraupidae,Purpurtangar
10300,Ramphocelus dimidiatus,"MA, SA",PASSERIFORMES,Thraupidae,Rødrygget Fløjlstangar
10301,Ramphocelus nigrogularis,SA,PASSERIFORMES,Thraupidae,Sortmasket Fløjlstangar
10302,Ramphocelus melanogaster,SA,PASSERIFORMES,Thraupidae,Sortbuget Fløjlstangar
10303,Ramphocelus carbo,SA,PASSERIFORMES,Thraupidae,Sølvnæbbet Fløjlstangar
10304,Sporophila bouvronides,SA,PASSERIFORMES,Thraupidae,Diamantklerkefinke
10305,Sporophila lineola,SA,PASSERIFORMES,Thraupidae,Hvidpandet Klerkefinke
10306,Sporophila torqueola,MA,PASSERIFORMES,Thraupidae,Brungumpet Klerkefinke
10307,Sporophila morelleti,"NA, MA",PASSERIFORMES,Thraupidae,Carib-klerkefinke
10308,Sporophila corvina,"MA, SA",PASSERIFORMES,Thraupidae,Brilleklerkefinke
10309,Sporophila intermedia,SA,PASSERIFORMES,Thraupidae,Grå Klerkefinke
10310,Sporophila americana,SA,PASSERIFORMES,Thraupidae,Broget Klerkefinke
10311,Sporophila fringilloides,SA,PASSERIFORMES,Thraupidae,Hvidhalset Frøæder
10312,Sporophila luctuosa,SA,PASSERIFORMES,Thraupidae,Sørgeklerkefinke
10313,Sporophila caerulescens,SA,PASSERIFORMES,Thraupidae,Pragtklerkefinke
10314,Sporophila nigricollis,"MA, SA",PASSERIFORMES,Thraupidae,Gulbuget Klerkefinke
10315,Sporophila ardesiaca,SA,PASSERIFORMES,Thraupidae,Sorthovedet Klerkefinke
10316,Sporophila funerea,"MA, SA",PASSERIFORMES,Thraupidae,Tyknæbbet Frøfinke
10317,Sporophila angolensis,SA,PASSERIFORMES,Thraupidae,Frøfinke
10318,Sporophila nuttingi,MA,PASSERIFORMES,Thraupidae,Nicaraguafrøfinke
10319,Sporophila maximiliani,SA,PASSERIFORMES,Thraupidae,Stor Frøfinke
10320,Sporophila crassirostris,SA,PASSERIFORMES,Thraupidae,Grovnæbsfrøfinke
10321,Sporophila atrirostris,SA,PASSERIFORMES,Thraupidae,Sort Frøfinke
10322,Sporophila schistacea,"MA, SA",PASSERIFORMES,Thraupidae,Skifergrå Klerkefinke
10323,Sporophila falcirostris,SA,PASSERIFORMES,Thraupidae,Falsnæbbet Klerkefinke
10324,Sporophila frontalis,SA,PASSERIFORMES,Thraupidae,Kæmpeklerkefinke
10325,Sporophila plumbea,SA,PASSERIFORMES,Thraupidae,Blygrå Klerkefinke
10326,Sporophila beltoni,SA,PASSERIFORMES,Thraupidae,Gulnæbbet Klerkefinke
10327,Sporophila collaris,SA,PASSERIFORMES,Thraupidae,Rustfarvet Klerkefinke
10328,Sporophila albogularis,SA,PASSERIFORMES,Thraupidae,Hvidstrubet Klerkefinke
10329,Sporophila leucoptera,SA,PASSERIFORMES,Thraupidae,Hvidbuget Klerkefinke
10330,Sporophila peruviana,SA,PASSERIFORMES,Thraupidae,Papegøjenæbsklerkefinke
10331,Sporophila telasco,SA,PASSERIFORMES,Thraupidae,Brunstrubet Klerkefinke
10332,Sporophila simplex,SA,PASSERIFORMES,Thraupidae,Jordbrun Klerkefinke
10333,Sporophila castaneiventris,SA,PASSERIFORMES,Thraupidae,Kastanjebrystet Klerkefinke
10334,Sporophila minuta,"MA, SA",PASSERIFORMES,Thraupidae,Dværgklerkefinke
10335,Sporophila bouvreuil,SA,PASSERIFORMES,Thraupidae,Pomeransklerkefinke
10336,Sporophila nigrorufa,SA,PASSERIFORMES,Thraupidae,Sortstrubet Klerkefinke
10337,Sporophila hypoxantha,SA,PASSERIFORMES,Thraupidae,Sortbuget Klerkefinke
10338,Sporophila ruficollis,SA,PASSERIFORMES,Thraupidae,Sorthalset Klerkefinke
10339,Sporophila iberaensis,SA,PASSERIFORMES,Thraupidae,Ibera Seedeater
10340,Sporophila pileata,SA,PASSERIFORMES,Thraupidae,Perlebuget Klerkefinke
10341,Sporophila hypochroma,SA,PASSERIFORMES,Thraupidae,Okkerbrystet Klerkefinke
10342,Sporophila cinnamomea,SA,PASSERIFORMES,Thraupidae,Kastanjebrun Klerkefinke
10343,Sporophila palustris,SA,PASSERIFORMES,Thraupidae,Sumpklerkefinke
10344,Sporophila melanogaster,SA,PASSERIFORMES,Thraupidae,Sortbrystet Klerkefinke
10345,Piezorina cinerea,SA,PASSERIFORMES,Thraupidae,Askefinke
10346,Xenospingus concolor,SA,PASSERIFORMES,Thraupidae,Tyndnæbbet Finke
10347,Cnemoscopus rubrirostris,SA,PASSERIFORMES,Thraupidae,Rødnæbbet Krattangar
10348,Pseudospingus verticalis,SA,PASSERIFORMES,Thraupidae,Sorthovedet Gråtangar
10349,Pseudospingus xanthophthalmus,SA,PASSERIFORMES,Thraupidae,Guløjet Gråtangar
10350,Poospiza boliviana,SA,PASSERIFORMES,Thraupidae,Boliviadansefinke
