,IOC,Breeding Range,Order,Family,Polish
8282,Microbates collaris,SA,PASSERIFORMES,Polioptilidae,gnomik obrożny
8283,Polioptila facilis,SA,PASSERIFORMES,Polioptilidae,siwuszka wenezuelska
8284,Polioptila guianensis,SA,PASSERIFORMES,Polioptilidae,siwuszka uboga
8285,Polioptila schistaceigula,"MA, SA",PASSERIFORMES,Polioptilidae,siwuszka szarogardła
8286,Polioptila paraensis,SA,PASSERIFORMES,Polioptilidae,siwuszka brazylijska
8287,Polioptila clementsi,SA,PASSERIFORMES,Polioptilidae,siwuszka samotna
8288,Polioptila attenboroughi,SA,PASSERIFORMES,Polioptilidae,siwuszka popielata
8289,Polioptila plumbea,SA,PASSERIFORMES,Polioptilidae,siwuszka tropikalna
8290,Polioptila lactea,SA,PASSERIFORMES,Polioptilidae,siwuszka żółtawa
8291,Polioptila dumicola,SA,PASSERIFORMES,Polioptilidae,siwuszka maskowa
8292,Polioptila albiventris,MA,PASSERIFORMES,Polioptilidae,siwuszka jukatańska
8293,Polioptila bilineata,"MA, SA",PASSERIFORMES,Polioptilidae,siwuszka białobrewa
8294,Polioptila caerulea,"NA, MA",PASSERIFORMES,Polioptilidae,siwuszka ciemnobrewa
8295,Polioptila melanura,"NA, MA",PASSERIFORMES,Polioptilidae,siwuszka czarnosterna
8296,Polioptila californica,"NA, MA",PASSERIFORMES,Polioptilidae,siwuszka kalifornijska
8297,Polioptila nigriceps,"NA, MA",PASSERIFORMES,Polioptilidae,siwuszka czarnołbista
8298,Polioptila albiloris,MA,PASSERIFORMES,Polioptilidae,siwuszka białolica
8299,Sitta leucopsis,OR,PASSERIFORMES,Sittidae,kowalik białolicy
8300,Sitta przewalskii,PAL,PASSERIFORMES,Sittidae,kowalik Przewalskiego
8301,Sitta magna,OR,PASSERIFORMES,Sittidae,kowalik wielki
8302,Sitta carolinensis,"NA, MA",PASSERIFORMES,Sittidae,kowalik karoliński
8303,Sitta formosa,OR,PASSERIFORMES,Sittidae,kowalik wspaniały
8304,Sitta azurea,OR,PASSERIFORMES,Sittidae,kowalik okularowy
8305,Sitta frontalis,OR,PASSERIFORMES,Sittidae,kowalik krasnodzioby
8306,Sitta solangiae,OR,PASSERIFORMES,Sittidae,kowalik żółtodzioby
8307,Sitta oenochlamys,OR,PASSERIFORMES,Sittidae,kowalik liliowy
8308,Sitta pygmaea,"NA, MA",PASSERIFORMES,Sittidae,kowalik mały
8309,Sitta yunnanensis,OR,PASSERIFORMES,Sittidae,kowalik skromny
8310,Sitta ledanti,AF,PASSERIFORMES,Sittidae,kowalik algierski
8311,Sitta krueperi,PAL,PASSERIFORMES,Sittidae,kowalik turecki
8312,Sitta whiteheadi,PAL,PASSERIFORMES,Sittidae,kowalik korsykański
8313,Sitta villosa,PAL,PASSERIFORMES,Sittidae,kowalik płowy
8314,Sitta neumayer,PAL,PASSERIFORMES,Sittidae,kowalik skalny
8315,Sitta tephronota,PAL,PASSERIFORMES,Sittidae,kowalik duży
8316,Sitta arctica,PAL,PASSERIFORMES,Sittidae,kowalik białoczelny
8317,Sitta victoriae,OR,PASSERIFORMES,Sittidae,kowalik białobrewy
8318,Sitta himalayensis,OR,PASSERIFORMES,Sittidae,kowalik himalajski
8319,Sitta europaea,PAL,PASSERIFORMES,Sittidae,kowalik (zwyczajny)
8320,Sitta nagaensis,OR,PASSERIFORMES,Sittidae,kowalik tybetański
8321,Sitta cashmirensis,OR,PASSERIFORMES,Sittidae,kowalik kaszmirski
8322,Sitta castanea,OR,PASSERIFORMES,Sittidae,kowalik kasztanowaty
8323,Sitta cinnamoventris,OR,PASSERIFORMES,Sittidae,kowalik cynamonowy
8324,Sitta neglecta,OR,PASSERIFORMES,Sittidae,kowalik indochiński
8325,Tichodroma muraria,PAL,PASSERIFORMES,Tichodromidae,pomurnik
8326,Certhia familiaris,PAL,PASSERIFORMES,Certhiidae,pełzacz leśny
8327,Certhia hodgsoni,OR,PASSERIFORMES,Certhiidae,pełzacz mały
8328,Certhia americana,"NA, MA",PASSERIFORMES,Certhiidae,pełzacz amerykański
8329,Certhia brachydactyla,PAL,PASSERIFORMES,Certhiidae,pełzacz ogrodowy
8330,Certhia himalayana,PAL,PASSERIFORMES,Certhiidae,pełzacz himalajski
8331,Certhia nipalensis,OR,PASSERIFORMES,Certhiidae,pełzacz rdzaworzytny
8332,Certhia discolor,OR,PASSERIFORMES,Certhiidae,pełzacz dębowy
8333,Certhia manipurensis,OR,PASSERIFORMES,Certhiidae,pełzacz płowy
8334,Certhia tianquanensis,OR,PASSERIFORMES,Certhiidae,pełzacz syczuański
8335,Salpornis spilonota,OR,PASSERIFORMES,Certhiidae,pełziec indyjski
8336,Salpornis salvadori,AF,PASSERIFORMES,Certhiidae,pełziec afrykański
8337,Melanoptila glabrirostris,MA,PASSERIFORMES,Mimidae,przedrzeźniacz czarny
8338,Mimus polyglottos,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz północny
8339,Mimus gilvus,"MA, SA",PASSERIFORMES,Mimidae,przedrzeźniacz siwy
8340,Mimus thenca,SA,PASSERIFORMES,Mimidae,przedrzeźniacz chilijski
8341,Mimus longicaudatus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz długosterny
8342,Mimus saturninus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz białobrewy
8343,Mimus patagonicus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz patagoński
8344,Mimus triurus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz białoskrzydły
8345,Mimus dorsalis,SA,PASSERIFORMES,Mimidae,przedrzeźniacz rdzawy
8346,Mimus parvulus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz blady
8347,Mimus trifasciatus,SA,PASSERIFORMES,Mimidae,przedrzeźniacz jasnolicy
8348,Mimus macdonaldi,SA,PASSERIFORMES,Mimidae,przedrzeźniacz hakodzioby
8349,Mimus melanotis,SA,PASSERIFORMES,Mimidae,przedrzeźniacz plamisty
8350,Mimus graysoni,MA,PASSERIFORMES,Mimidae,przedrzeźniacz płowy
8351,Toxostoma longirostre,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz długodzioby
8352,Toxostoma guttatum,MA,PASSERIFORMES,Mimidae,przedrzeźniacz dwupaskowy
8353,Toxostoma cinereum,MA,PASSERIFORMES,Mimidae,przedrzeźniacz szary
8354,Toxostoma bendirei,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz kaktusowy
8355,Toxostoma ocellatum,MA,PASSERIFORMES,Mimidae,przedrzeźniacz kroplisty
8356,Toxostoma curvirostre,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz krzywodzioby
8357,Toxostoma redivivum,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz kalifornijski
8358,Toxostoma crissale,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz szaropierśny
8359,Toxostoma lecontei,"NA, MA",PASSERIFORMES,Mimidae,przedrzeźniacz piaskowy
8360,Melanotis caerulescens,MA,PASSERIFORMES,Mimidae,przedrzeźniacz błękitny
8361,Melanotis hypoleucus,MA,PASSERIFORMES,Mimidae,przedrzeźniacz białobrzuchy
8362,Aplonis metallica,AU,PASSERIFORMES,Sturnidae,skworczyk towarzyski
8363,Aplonis circumscripta,AU,PASSERIFORMES,Sturnidae,skworczyk purpurowy
8364,Aplonis mystacea,AU,PASSERIFORMES,Sturnidae,skworczyk żółtooki
8365,Aplonis cantoroides,AU,PASSERIFORMES,Sturnidae,skworczyk śpiewny
8366,Aplonis crassa,AU,PASSERIFORMES,Sturnidae,skworczyk stalowy
8367,Aplonis feadensis,AU,PASSERIFORMES,Sturnidae,skworczyk atolowy
8368,Aplonis insularis,AU,PASSERIFORMES,Sturnidae,skworczyk wyspowy
8369,Aplonis magna,AU,PASSERIFORMES,Sturnidae,skworczyk długosterny
8370,Aplonis brunneicapillus,AU,PASSERIFORMES,Sturnidae,skworczyk białooki
8371,Aplonis grandis,AU,PASSERIFORMES,Sturnidae,skworczyk duży
8372,Aplonis dichroa,AU,PASSERIFORMES,Sturnidae,skworczyk brązowoskrzydły
8373,Aplonis zelandica,AU,PASSERIFORMES,Sturnidae,skworczyk rdzawoskrzydły
8374,Aplonis striata,AU,PASSERIFORMES,Sturnidae,skworczyk marmurkowy
8375,Aplonis santovestris,AU,PASSERIFORMES,Sturnidae,skworczyk górski
8376,Aplonis panayensis,"OR, AU",PASSERIFORMES,Sturnidae,skworczyk zielony
8377,Aplonis mysolensis,AU,PASSERIFORMES,Sturnidae,skworczyk molucki
8378,Aplonis minor,AU,PASSERIFORMES,Sturnidae,skworczyk krótkosterny
8379,Aplonis opaca,PO,PASSERIFORMES,Sturnidae,skworczyk mikronezyjski
8380,Aplonis pelzelni,PO,PASSERIFORMES,Sturnidae,skworczyk karoliński
8381,Aplonis tabuensis,PO,PASSERIFORMES,Sturnidae,skworczyk polinezyjski
8382,Aplonis atrifusca,PO,PASSERIFORMES,Sturnidae,skworczyk samoański
8383,Aplonis cinerascens,PO,PASSERIFORMES,Sturnidae,skworczyk szarawy
8384,Mino dumontii,AU,PASSERIFORMES,Sturnidae,gwarek złotolicy
8385,Mino kreffti,AU,PASSERIFORMES,Sturnidae,gwarek białorzytny
8386,Mino anais,AU,PASSERIFORMES,Sturnidae,gwarek złoty
8387,Basilornis celebensis,AU,PASSERIFORMES,Sturnidae,perukarz krótkoczuby
8388,Basilornis galeatus,AU,PASSERIFORMES,Sturnidae,perukarz hełmiasty
8389,Basilornis corythaix,AU,PASSERIFORMES,Sturnidae,perukarz długoczuby
8390,Goodfellowia miranda,OR,PASSERIFORMES,Sturnidae,perukarz białorzytny
8391,Sarcops calvus,OR,PASSERIFORMES,Sturnidae,łysak
8392,Streptocitta albicollis,AU,PASSERIFORMES,Sturnidae,celebesiak białoszyi
8393,Streptocitta albertinae,AU,PASSERIFORMES,Sturnidae,celebesiak gołolicy
8394,Enodes erythrophris,AU,PASSERIFORMES,Sturnidae,pąsobrewik
8395,Scissirostrum dubium,AU,PASSERIFORMES,Sturnidae,szpakownik
8396,Saroglossa spilopterus,OR,PASSERIFORMES,Sturnidae,szpaczek himalajski
8397,Ampeliceps coronatus,OR,PASSERIFORMES,Sturnidae,gwarek złotoczuby
8398,Gracula ptilogenys,OR,PASSERIFORMES,Sturnidae,gwarek cejloński
8399,Gracula religiosa,OR,PASSERIFORMES,Sturnidae,gwarek czczony
8400,Gracula venerata,OR,PASSERIFORMES,Sturnidae,gwarek floreski
8401,Gracula indica,OR,PASSERIFORMES,Sturnidae,gwarek malabarski
8402,Gracula robusta,OR,PASSERIFORMES,Sturnidae,gwarek turkusowy
8403,Gracula enganensis,OR,PASSERIFORMES,Sturnidae,gwarek andamański
8404,Acridotheres grandis,OR,PASSERIFORMES,Sturnidae,majna żałobna
8405,Acridotheres cristatellus,OR,PASSERIFORMES,Sturnidae,majna czubata
8406,Acridotheres javanicus,OR,PASSERIFORMES,Sturnidae,majna jawajska
8407,Acridotheres cinereus,AU,PASSERIFORMES,Sturnidae,majna popielata
8408,Acridotheres fuscus,OR,PASSERIFORMES,Sturnidae,majna szara
8409,Acridotheres albocinctus,OR,PASSERIFORMES,Sturnidae,majna obrożna
8410,Acridotheres ginginianus,OR,PASSERIFORMES,Sturnidae,majna norowa
8411,Acridotheres tristis,OR,PASSERIFORMES,Sturnidae,majna brunatna
8412,Acridotheres burmannicus,OR,PASSERIFORMES,Sturnidae,majna birmańska
8413,Acridotheres leucocephalus,OR,PASSERIFORMES,Sturnidae,majna białogłowa
8414,Acridotheres melanopterus,OR,PASSERIFORMES,Sturnidae,majna czarnoskrzydła
8415,Spodiopsar sericeus,OR,PASSERIFORMES,Sturnidae,szpak jedwabisty
8416,Spodiopsar cineraceus,PAL,PASSERIFORMES,Sturnidae,szpak szary
8417,Gracupica nigricollis,OR,PASSERIFORMES,Sturnidae,szpak czarnoszyi
8418,Gracupica contra,OR,PASSERIFORMES,Sturnidae,szpak srokaty
8419,Gracupica floweri,OR,PASSERIFORMES,Sturnidae,szpak białouchy
8420,Gracupica jalla,OR,PASSERIFORMES,Sturnidae,szpak nagolicy
8421,Agropsar sturninus,PAL,PASSERIFORMES,Sturnidae,szpak mandżurski
8422,Agropsar philippensis,PAL,PASSERIFORMES,Sturnidae,szpak rdzawolicy
8423,Sturnia sinensis,OR,PASSERIFORMES,Sturnidae,szpak chiński
8424,Sturnia malabarica,OR,PASSERIFORMES,Sturnidae,szpak szarogłowy
8425,Sturnia erythropygia,OR,PASSERIFORMES,Sturnidae,szpak białogłowy
8426,Sturnia blythii,OR,PASSERIFORMES,Sturnidae,szpak rdzawobrzuchy
8427,Sturnia pagodarum,OR,PASSERIFORMES,Sturnidae,szpak bramiński
8428,Sturnornis albofrontatus,OR,PASSERIFORMES,Sturnidae,szpak białolicy
8429,Leucopsar rothschildi,OR,PASSERIFORMES,Sturnidae,szpak balijski
8430,Pastor roseus,PAL,PASSERIFORMES,Sturnidae,pasterz
8431,Sturnus vulgaris,PAL,PASSERIFORMES,Sturnidae,szpak (zwyczajny)
8432,Sturnus unicolor,PAL,PASSERIFORMES,Sturnidae,szpak jednobarwny
8433,Creatophora cinerea,AF,PASSERIFORMES,Sturnidae,szpak ozdobny
8434,Notopholia corusca,AF,PASSERIFORMES,Sturnidae,błyszczak czarnobrzuchy
8435,Hylopsar purpureiceps,AF,PASSERIFORMES,Sturnidae,błyszczak purpurowogłowy
8436,Hylopsar cupreocauda,AF,PASSERIFORMES,Sturnidae,błyszczak miedzianosterny
8437,Lamprotornis nitens,AF,PASSERIFORMES,Sturnidae,błyszczak lśniący
8438,Lamprotornis chalybaeus,AF,PASSERIFORMES,Sturnidae,błyszczak stalowy
8439,Lamprotornis chloropterus,AF,PASSERIFORMES,Sturnidae,błyszczak niebieskouchy
8440,Lamprotornis elisabeth,AF,PASSERIFORMES,Sturnidae,błyszczak zielonawy
8441,Lamprotornis chalcurus,AF,PASSERIFORMES,Sturnidae,błyszczak spiżowosterny
8442,Lamprotornis splendidus,AF,PASSERIFORMES,Sturnidae,błyszczak wspaniały
8443,Lamprotornis ornatus,AF,PASSERIFORMES,Sturnidae,błyszczak ozdobny
8444,Lamprotornis iris,AF,PASSERIFORMES,Sturnidae,błyszczak tęczowy
8445,Lamprotornis purpureus,AF,PASSERIFORMES,Sturnidae,błyszczak purpurowy
8446,Lamprotornis purpuroptera,AF,PASSERIFORMES,Sturnidae,błyszczak purpurowosterny
8447,Lamprotornis caudatus,AF,PASSERIFORMES,Sturnidae,błyszczak długosterny
8448,Lamprotornis regius,AF,PASSERIFORMES,Sturnidae,błyszczak królewski
8449,Lamprotornis mevesii,AF,PASSERIFORMES,Sturnidae,błyszczak ciemny
8450,Lamprotornis australis,AF,PASSERIFORMES,Sturnidae,błyszczak krępy
8451,Lamprotornis acuticaudus,AF,PASSERIFORMES,Sturnidae,błyszczak ostrosterny
8452,Lamprotornis superbus,AF,PASSERIFORMES,Sturnidae,błyszczak rudobrzuchy
8453,Lamprotornis hildebrandti,AF,PASSERIFORMES,Sturnidae,błyszczak półobrożny
8454,Lamprotornis shelleyi,AF,PASSERIFORMES,Sturnidae,błyszczak strojny
8455,Lamprotornis pulcher,AF,PASSERIFORMES,Sturnidae,błyszczak kasztanowobrzuchy
8456,Lamprotornis unicolor,AF,PASSERIFORMES,Sturnidae,błyszczak jednobarwny
8457,Lamprotornis fischeri,AF,PASSERIFORMES,Sturnidae,błyszczak szarawy
8458,Lamprotornis bicolor,AF,PASSERIFORMES,Sturnidae,błyszczak brunatny
8459,Lamprotornis albicapillus,AF,PASSERIFORMES,Sturnidae,błyszczak białogłowy
8460,Hartlaubius auratus,AF,PASSERIFORMES,Sturnidae,malgaszczyk
8461,Cinnyricinclus leucogaster,AF,PASSERIFORMES,Sturnidae,ametyszczak
8462,Onychognathus morio,AF,PASSERIFORMES,Sturnidae,czarnotek rudoskrzydły
8463,Onychognathus tenuirostris,AF,PASSERIFORMES,Sturnidae,czarnotek cienkodzioby
8464,Onychognathus fulgidus,AF,PASSERIFORMES,Sturnidae,czarnotek kasztanowoskrzydły
8465,Onychognathus walleri,AF,PASSERIFORMES,Sturnidae,czarnotek krótkosterny
8466,Onychognathus blythii,AF,PASSERIFORMES,Sturnidae,czarnotek somalijski
8467,Onychognathus frater,AF,PASSERIFORMES,Sturnidae,czarnotek sokotrzański
8468,Onychognathus tristramii,PAL,PASSERIFORMES,Sturnidae,czarnotek arabski
8469,Onychognathus nabouroup,AF,PASSERIFORMES,Sturnidae,czarnotek białoskrzydły
8470,Onychognathus salvadorii,AF,PASSERIFORMES,Sturnidae,czarnotek pluszogłowy
8471,Onychognathus albirostris,AF,PASSERIFORMES,Sturnidae,czarnotek białodzioby
8472,Onychognathus neumanni,AF,PASSERIFORMES,Sturnidae,czarnotek grubodzioby
8473,Poeoptera stuhlmanni,AF,PASSERIFORMES,Sturnidae,błyszczak górski
8474,Poeoptera kenricki,AF,PASSERIFORMES,Sturnidae,błyszczak czarny
8475,Poeoptera lugubris,AF,PASSERIFORMES,Sturnidae,błyszczak smukły
8476,Pholia sharpii,AF,PASSERIFORMES,Sturnidae,błyszczak rdzawobrzuchy
8477,Arizelopsar femoralis,AF,PASSERIFORMES,Sturnidae,błyszczak żałobny
8478,Grafisia torquata,AF,PASSERIFORMES,Sturnidae,błyszczak białopierśny
8479,Speculipastor bicolor,AF,PASSERIFORMES,Sturnidae,błyszczak dwubarwny
8480,Neocichla gutturalis,AF,PASSERIFORMES,Sturnidae,błyszczak białoskrzydły
8481,Rhabdornis mystacalis,OR,PASSERIFORMES,Sturnidae,filipińczyk wąsaty
8482,Rhabdornis inornatus,OR,PASSERIFORMES,Sturnidae,filipińczyk gładki
8483,Rhabdornis rabori,OR,PASSERIFORMES,Sturnidae,filipińczyk szarołbisty
8484,Rhabdornis grandis,OR,PASSERIFORMES,Sturnidae,filipińczyk duży
8485,Buphagus africanus,AF,PASSERIFORMES,Buphagidae,bąkojad żółtodzioby
8486,Buphagus erythrorynchus,AF,PASSERIFORMES,Buphagidae,bąkojad czerwonodzioby
8487,Grandala coelicolor,OR,PASSERIFORMES,Turdidae,turnica
8488,Sialia mexicana,"NA, MA",PASSERIFORMES,Turdidae,błękitnik meksykański
8489,Sialia sialis,"NA, MA",PASSERIFORMES,Turdidae,błękitnik rudogardły
8490,Stizorhina finschi,AF,PASSERIFORMES,Turdidae,wahal śniady
8491,Stizorhina fraseri,AF,PASSERIFORMES,Turdidae,wahal rudy
8492,Neocossyphus poensis,AF,PASSERIFORMES,Turdidae,wahal białosterny
8493,Neocossyphus rufus,AF,PASSERIFORMES,Turdidae,wahal cynamonowy
8494,Pinarornis plumosus,AF,PASSERIFORMES,Turdidae,granitowiec
8495,Myadestes occidentalis,MA,PASSERIFORMES,Turdidae,klarnetnik brązowoskrzydły
8496,Myadestes unicolor,MA,PASSERIFORMES,Turdidae,klarnetnik jednobarwny
8497,Myadestes townsendi,"NA, MA",PASSERIFORMES,Turdidae,klarnetnik północny
8498,Myadestes palmeri,PO,PASSERIFORMES,Turdidae,klarnetnik wąsaty
8499,Myadestes lanaiensis,PO,PASSERIFORMES,Turdidae,klarnetnik blady
8500,Myadestes obscurus,PO,PASSERIFORMES,Turdidae,klarnetnik siwy
8501,Myadestes melanops,MA,PASSERIFORMES,Turdidae,klarnetnik czarnolicy
8502,Myadestes coloratus,MA,PASSERIFORMES,Turdidae,klarnetnik okopcony
8503,Myadestes ralloides,SA,PASSERIFORMES,Turdidae,klarnetnik andyjski
8504,Chlamydochaera jefferyi,OR,PASSERIFORMES,Turdidae,kruczodrozd
8505,Cochoa purpurea,OR,PASSERIFORMES,Turdidae,liliogłów purpurowy
8506,Cochoa viridis,OR,PASSERIFORMES,Turdidae,liliogłów zielony
8507,Cochoa beccarii,OR,PASSERIFORMES,Turdidae,liliogłów szafirowy
8508,Cochoa azurea,OR,PASSERIFORMES,Turdidae,liliogłów lazurowy
8509,Ridgwayia pinicola,MA,PASSERIFORMES,Turdidae,drozdek aztecki
8510,Cichlopsis leucogenys,SA,PASSERIFORMES,Turdidae,klarnetnik rdzawy
8511,Entomodestes coracinus,SA,PASSERIFORMES,Turdidae,białoliczka czarna
8512,Entomodestes leucotis,SA,PASSERIFORMES,Turdidae,białoliczka rdzawa
8513,Catharus dryas,MA,PASSERIFORMES,Turdidae,drozdek czarnogłowy
8514,Catharus maculatus,SA,PASSERIFORMES,Turdidae,drozdek andyjski
8515,Catharus aurantiirostris,"MA, SA",PASSERIFORMES,Turdidae,drozdek żółtodzioby
8516,Catharus mexicanus,MA,PASSERIFORMES,Turdidae,drozdek meksykański
8517,Catharus fuscater,"MA, SA",PASSERIFORMES,Turdidae,drozdek szarogrzbiety
8518,Catharus gracilirostris,MA,PASSERIFORMES,Turdidae,drozdek cienkodzioby
8519,Catharus occidentalis,MA,PASSERIFORMES,Turdidae,drozdek rdzawy
8520,Catharus frantzii,MA,PASSERIFORMES,Turdidae,drozdek rdzawogłowy
8521,Catharus minimus,"PAL, NA",PASSERIFORMES,Turdidae,drozdek szarolicy
8522,Zoothera dixoni,OR,PASSERIFORMES,Turdidae,drozdoń długosterny
8523,Zoothera mollissima,OR,PASSERIFORMES,Turdidae,drozdoń łuskobrzuchy
8524,Zoothera salimalii,OR,PASSERIFORMES,Turdidae,drozdoń tybetański
8525,Zoothera griseiceps,OR,PASSERIFORMES,Turdidae,drozdoń syczuański
8526,Zoothera monticola,OR,PASSERIFORMES,Turdidae,drozdoń długodzioby
8527,Zoothera heinrichi,AU,PASSERIFORMES,Turdidae,celebesik
8528,Zoothera marginata,OR,PASSERIFORMES,Turdidae,drozdoń himalajski
8529,Zoothera everetti,OR,PASSERIFORMES,Turdidae,drozdoń rdzawopierśny
8530,Zoothera andromedae,OR,PASSERIFORMES,Turdidae,drozdoń łuskowany
8531,Zoothera aurea,PAL,PASSERIFORMES,Turdidae,drozdoń tajgowy
8532,Zoothera dauma,OR,PASSERIFORMES,Turdidae,drozdoń pstry
8533,Zoothera neilgherriensis,OR,PASSERIFORMES,Turdidae,drozdoń tygrysi
8534,Zoothera imbricata,OR,PASSERIFORMES,Turdidae,drozdoń cejloński
8535,Zoothera major,PAL,PASSERIFORMES,Turdidae,drozdoń wschodni
8536,Zoothera turipavae,AU,PASSERIFORMES,Turdidae,drozdoń brązowy
8537,Zoothera margaretae,AU,PASSERIFORMES,Turdidae,drozdoń palmowy
8538,Zoothera heinei,AU,PASSERIFORMES,Turdidae,drozdoń rdzaworzytny
8539,Zoothera machiki,OR,PASSERIFORMES,Turdidae,drozdoń płowy
8540,Zoothera lunulata,AU,PASSERIFORMES,Turdidae,drozdoń australijski
8541,Zoothera talaseae,AU,PASSERIFORMES,Turdidae,drozdoń melanezyjski
8542,Geokichla sibirica,PAL,PASSERIFORMES,Turdidae,drozdaczek ciemny
8543,Geokichla wardii,OR,PASSERIFORMES,Turdidae,drozdaczek srokaty
8544,Geokichla princei,AF,PASSERIFORMES,Turdidae,drozdaczek szary
8545,Geokichla camaronensis,AF,PASSERIFORMES,Turdidae,drozdaczek czarnouchy
8546,Geokichla guttata,AF,PASSERIFORMES,Turdidae,drozdaczek plamisty
8547,Geokichla spiloptera,OR,PASSERIFORMES,Turdidae,drozdaczek plamoskrzydły
8548,Geokichla crossleyi,AF,PASSERIFORMES,Turdidae,drozdaczek ciemnolicy
8549,Geokichla piaggiae,AF,PASSERIFORMES,Turdidae,drozdaczek okularowy
8550,Geokichla oberlaenderi,AF,PASSERIFORMES,Turdidae,drozdaczek brązowogrzbiety
8551,Geokichla gurneyi,AF,PASSERIFORMES,Turdidae,drozdaczek pomarańczowogardły
8552,Geokichla citrina,OR,PASSERIFORMES,Turdidae,drozdaczek ognistogłowy
8553,Geokichla dumasi,AU,PASSERIFORMES,Turdidae,drozdaczek brunatny
8554,Geokichla joiceyi,AU,PASSERIFORMES,Turdidae,drozdaczek czarnopierśny
8555,Geokichla peronii,AU,PASSERIFORMES,Turdidae,drozdaczek białogardły
8556,Geokichla schistacea,AU,PASSERIFORMES,Turdidae,drozdaczek białouchy
8557,Geokichla interpres,OR,PASSERIFORMES,Turdidae,drozdaczek kasztanowołbisty
8558,Geokichla leucolaema,OR,PASSERIFORMES,Turdidae,drozdaczek atolowy
8559,Geokichla dohertyi,AU,PASSERIFORMES,Turdidae,drozdaczek czarnoszyi
8560,Geokichla cinerea,OR,PASSERIFORMES,Turdidae,drozdaczek pasiasty
8561,Geokichla erythronota,AU,PASSERIFORMES,Turdidae,drozdaczek zmienny
8562,Geokichla mendeni,AU,PASSERIFORMES,Turdidae,drozdaczek rdzawogrzbiety
8563,Turdus simensis,AF,PASSERIFORMES,Turdidae,drozd etiopski
8564,Turdus litsitsirupa,AF,PASSERIFORMES,Turdidae,drozd kroplisty
8565,Turdus mupinensis,PAL,PASSERIFORMES,Turdidae,drozd chiński
8566,Turdus philomelos,PAL,PASSERIFORMES,Turdidae,(drozd) śpiewak
8567,Turdus viscivorus,PAL,PASSERIFORMES,Turdidae,paszkot
8568,Turdus pelios,AF,PASSERIFORMES,Turdidae,drozd żółtodzioby
8569,Turdus xanthorhynchus,AF,PASSERIFORMES,Turdidae,drozd falisty
8570,Turdus olivaceofuscus,AF,PASSERIFORMES,Turdidae,drozd prążkobrzuchy
8571,Turdus abyssinicus,AF,PASSERIFORMES,Turdidae,drozd abisyński
8572,Turdus helleri,AF,PASSERIFORMES,Turdidae,drozd białobrzuchy
8573,Turdus roehli,AF,PASSERIFORMES,Turdidae,drozd jasnobrody
8574,Turdus olivaceus,AF,PASSERIFORMES,Turdidae,drozd ogorzały
8575,Turdus libonyana,AF,PASSERIFORMES,Turdidae,drozd szaropierśny
8576,Turdus bewsheri,AF,PASSERIFORMES,Turdidae,drozd płowopierśny
8577,Turdus tephronotus,AF,PASSERIFORMES,Turdidae,drozd okularowy
8578,Turdus smithi,AF,PASSERIFORMES,Turdidae,drozd przylądkowy
8579,Turdus ludoviciae,AF,PASSERIFORMES,Turdidae,drozd szarobrzuchy
8580,Turdus mandarinus,OR,PASSERIFORMES,Turdidae,drozd okopcony
8581,Turdus iliacus,PAL,PASSERIFORMES,Turdidae,droździk
8582,Turdus merula,"PAL, OR",PASSERIFORMES,Turdidae,kos
8583,Turdus menachensis,PAL,PASSERIFORMES,Turdidae,drozd jemeński
8584,Turdus niveiceps,OR,PASSERIFORMES,Turdidae,drozd rdzawobrzuchy
8585,Turdus boulboul,OR,PASSERIFORMES,Turdidae,drozd jasnoskrzydły
8586,Turdus simillimus,OR,PASSERIFORMES,Turdidae,kos indyjski
8587,Turdus unicolor,OR,PASSERIFORMES,Turdidae,drozd śniady
